"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","사용목적","사용방법","월사용량","수용정원수","시설사용여부",
"395","특정고압가스업","09_28_14_P","3390000","2018339009112200002","20180913","","03","폐업","2","폐업처리","20190213","","","","","","","부산광역시 사상구 괘법동 558-5번지 서부산센텀병원","부산광역시 사상구 새벽로 226, 서부산센텀병원 (괘법동)","46973","의료법인 셈텀의료재단 서부산센텀병원","20190213165538","U","2019-02-15 02:40:00.0","","380749.815551217","186468.892231421","의료용","액체산소 용기(168.3기*1, 80kg*1기)에 의한 보관","336.6","300","",
"396","특정고압가스업","09_28_14_P","3390000","2017339009112200003","20170808","","03","폐업","2","폐업처리","20190603","","","","","","","","부산광역시 사상구 가야대로 180 (학장동)","","대림금속레이저","20190603142407","U","2019-06-05 02:40:00.0","","381483.23378941","185160.553598266","레이저절단, 가공","액화가스를 저장탱크에 저장후 기화기로 기화시켜 배관을 통해 공급,사용","1","3","",
"397","특정고압가스업","09_28_14_P","3390000","2017339009112200004","20170808","","03","폐업","2","폐업처리","20190603","","","","","","","","부산광역시 사상구 가야대로 180 (학장동)","","대림금속레이저","20190603142333","U","2019-06-05 02:40:00.0","","381483.23378941","185160.553598266","레이저절단,가공","저장탱크 저장후 대기식기화기를 통하여 기화시켜 배관을 통해 사용처에 공급","1","3","",
"398","특정고압가스업","09_28_14_P","3390000","1992339009112200001","19920321","","03","폐업","2","폐업처리","20171220","","","","","","","","부산광역시 사상구 모덕로27번길 31 (삼락동)","","동서열처리주식회사 사상지점","20171220094502","I","2018-08-31 23:59:59.0","","380243.865498825","188997.94623723","산업용(열처리)","용기 사용","300","12","",
"399","특정고압가스업","09_28_14_P","3400000","2022340010912200001","20220328","","03","폐업","2","폐업처리","20220413","","","","","","","부산광역시 기장군 기장읍 시랑리 709 더 이스트 인 부산","부산광역시 기장군 기장읍 기장해안로 266, 더 이스트 인 부산","46083","주식회사 일등코리아","20220413150246","U","2022-04-15 02:40:00.0","","402500.203407425","191038.503561331","식품포장 및 양식용","용기에 저장된 산소 사용","60","100","",
"400","특정고압가스업","09_28_14_P","3400000","2017340010912200003","20170620","","03","폐업","2","폐업처리","20171012","","","","","","","부산광역시 기장군 기장읍 시랑리 709번지","부산광역시 기장군 기장읍 기장해안로 266","","주식회사 일등코리아","20171012164619","I","2018-08-31 23:59:59.0","","402500.203407425","191038.503561331","영업용 수족관 산소공급","영업용 수족관 산소공급",".25","7","",
"401","특정고압가스업","09_28_14_P","3400000","1996340002502700003","20070704","","03","폐업","2","폐업처리","20070704","","","","051 7285333","","","부산광역시 기장군 정관면 예림리 940-4번지","부산광역시 기장군 정관면 농공길 13-70","","일신기계공업(주)","20170217154345","I","2018-08-31 23:59:59.0","","399597.03267800000","205453.92208400000","용접","혼합","100","3","",
"402","특정고압가스업","09_28_14_P","3400000","1997340002502700005","19970516","","03","폐업","2","폐업처리","20061127","","","","051 7276911","","","부산광역시 기장군 장안읍 월내리 산 1-9번지번지","","","상수도사업본부 기장사업소","20170217154917","I","2018-08-31 23:59:59.0","","","","소독","-","0","0","",
"403","특정고압가스업","09_28_14_P","3400000","2010340004412200001","20100114","","03","폐업","2","폐업처리","20171016","","","","","","","부산광역시 기장군 정관면 달산리 1069-6","부산광역시 기장군 정관면 산단4로 103","","일진엔티에스(주)","20190222174040","U","2021-08-20 02:40:00.0","","399285.99506000000","204493.88773600000","열처리용","열처리(표면탈탄)용","1000","50","",
"404","특정고압가스업","09_28_14_P","3400000","2017340010912200004","20170801","","03","폐업","2","폐업처리","20201110","","","","","","","부산광역시 기장군 일광면 이천리 123","부산광역시 기장군 일광면 일광로 307","","에스지(SG)유통","20201110140941","U","2020-11-12 02:40:00.0","","404695.083526718","199341.432308442","양어장산소공급","소형저장탱크","3000","4","",
