"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","영업내용",
"996","옥외광고업","04_15_01_P","3300000","1992330005208200173","19930702","","04","취소/말소/만료/정지/중지","70","취소","20020906","","","","051 5568682","","","부산광역시 동래구 명륜동 **-**번지","부산광역시 동래구 명륜로***번길 *-*  (명륜동)","","고려광고사","19930702000000","I","2018-08-31 23:59:59.0","","389595.02474137","192459.755836004","광고물제작",
"997","옥외광고업","04_15_01_P","3300000","2000330005208200352","20000209","","04","취소/말소/만료/정지/중지","70","취소","20090119","","","","","","","부산광역시 동래구 온천동 ***-**번지","부산광역시 동래구 금강로**번길 ** (온천동)","","신세기현수막","20130719140248","I","2018-08-31 23:59:59.0","","388830.096222289","192664.21312802","광고물제작",
"998","옥외광고업","04_15_01_P","3300000","2000330005208200365","20000616","","04","취소/말소/만료/정지/중지","70","취소","20090119","","","","051 5043244","","","부산광역시 동래구 사직동 **-**번지","부산광역시 동래구 아시아드대로***번길 *-*  (사직동)","","KG DESIGN","20101216101607","I","2018-08-31 23:59:59.0","","388024.190987632","190848.217575717","광고물제작",
"999","옥외광고업","04_15_01_P","3300000","2010330006908500004","20100423","","04","취소/말소/만료/정지/중지","70","취소","20100601","","","","","","","부산광역시 동래구 수안동 *-**번지","부산광역시 동래구 충렬대로***번길 ** (수안동)","","동광(東洸)애드","20130719134502","I","2018-08-31 23:59:59.0","","389717.308770897","190951.077174704","광고물 제작",
"1000","옥외광고업","04_15_01_P","3310000","2019331010508500001","20190122","","01","영업/정상","20","정상","","","","","","","","부산광역시 남구 대연동 ***-**","부산광역시 남구 유엔로***번길 ** (대연동)","48501","지음","20220225154945","U","2022-02-27 02:40:00.0","","391180.926935381","183477.468499031","옥외광고업",
"1001","옥외광고업","04_15_01_P","3310000","2006331006408200343","20131115","","01","영업/정상","20","정상","","","","","051 628 6688","","","부산광역시 남구 대연동 **-**","부산광역시 남구 수영로***번길 ** (대연동)","48510","프리즘","20200818194730","U","2020-08-20 02:40:00.0","","391789.745926277","184201.735531112","광고물 제작, 대행",
"1002","옥외광고업","04_15_01_P","3310000","2007331006408200344","20070115","","01","영업/정상","20","정상","","","","","051 628 4404","","","부산광역시 남구 대연동 ****-*","부산광역시 남구 못골로 ** (대연동)","","두남기업","20210422130335","U","2021-04-24 02:40:00.0","","390274.591729987","183834.679114521","옥외광고물 제작 등",
"1003","옥외광고업","04_15_01_P","3310000","2005331006208200331","20050214","","01","영업/정상","20","정상","","","","","051 644 9978","","","부산광역시 남구 대연동 ****-**번지","부산광역시 남구 수영로 *** (대연동)","","온누리광고기획","20140516104809","I","2018-08-31 23:59:59.0","","389985.539287637","183707.583368316","광고제작",
"1004","옥외광고업","04_15_01_P","3310000","2005331006408200337","20051031","","01","영업/정상","20","정상","","","","","051 638 0822","","","부산광역시 남구 우암동 ***-***","부산광역시 남구 우암로***번길 **-* (우암동)","","길영디자인","20210512201018","U","2021-05-14 02:40:00.0","","388998.192701434","182660.314569131","광고물 제작",
"1005","옥외광고업","04_15_01_P","3310000","2007331006408200346","20201026","","01","영업/정상","20","정상","","","","","051 631 1618","","","부산광역시 남구 문현동 ***-**","부산광역시 남구 자성로 ***-* (문현동)","","대륙상사","20201030095007","U","2020-11-01 02:40:00.0","","388302.884202347","183965.259764947","간판 현수막 제작",
"1006","옥외광고업","04_15_01_P","3310000","2007331006408200347","20080221","","01","영업/정상","20","정상","","","","","051 903 5377","","","부산광역시 남구 대연동 ****-**번지","부산광역시 남구 진남로**번길 ** (대연동)","48438","마루디자인","20181022164805","U","2018-10-24 02:36:14.0","","390207.020382021","183992.333049202","옥외광고물 제작, 설치",
"1007","옥외광고업","04_15_01_P","3310000","2009331006408500001","20140129","","01","영업/정상","20","정상","","","","","051 633 1197","","","부산광역시 남구 문현동 ***-**","부산광역시 남구 문현로 ** (문현동)","608821","매직광고기획","20200828163149","U","2020-08-30 02:40:00.0","","389022.933079407","184660.79241226","실사출력, 옥외광고물제작",
"1008","옥외광고업","04_15_01_P","3310000","1988331005608200004","19880317","","01","영업/정상","20","정상","","","","","051 622 1920","","","부산광역시 남구 대연동 **-** 연정빌딩*층","부산광역시 남구 수영로 *** (대연동)","608020","대연광고사","20210527145047","U","2021-05-29 02:40:00.0","","391027.726379469","183843.969295739","광고물제작",
"1009","옥외광고업","04_15_01_P","3310000","1997331005608200232","19971216","","01","영업/정상","20","정상","","","","","051 634 7623","","","부산광역시 남구 문현동 ***-* 양산맨션 *동 ***호","부산광역시 남구 수영로 **, *동 ***호 (문현동,양산맨션)","","월드광고공사","20210513155710","U","2021-05-15 02:40:00.0","","389116.871576688","183692.403682323","간판제작",
"1010","옥외광고업","04_15_01_P","3310000","1988331000008200002","19880317","","01","영업/정상","20","정상","","","","","051 627 5858","","","부산광역시 남구 대연동 ***-*번지","부산광역시 남구 유엔평화로 ** (대연동)","608813","대구광고사","20140416170823","I","2018-08-31 23:59:59.0","","390598.127204603","183371.12020457","광고물제작",
"1011","옥외광고업","04_15_01_P","3310000","1988331000008200005","19880317","","01","영업/정상","20","정상","","","","","051 628 5300","","","부산광역시 남구 대연동 **-*번지","부산광역시 남구 수영로***번길 ** (대연동)","","해바라기광고사","20140516102200","I","2018-08-31 23:59:59.0","","391863.343001704","184235.837412666","광고물제작",
"1012","옥외광고업","04_15_01_P","3310000","1988331000008200010","19880317","","01","영업/정상","20","정상","","","","","051 626 7904","","","부산광역시 남구 대연동 ****-*번지","부산광역시 남구 못골로 **-** (대연동)","48439","종합광고 서린","20190730163503","U","2019-08-01 02:40:00.0","","390518.234726183","183931.934964036","광고물제작",
"1013","옥외광고업","04_15_01_P","3310000","1988331000008200016","19880317","","01","영업/정상","20","정상","","","","","051 623 4028","","","부산광역시 남구 용호동 ***-** 유성상가맨션","부산광역시 남구 동명로***번길 ** (용호동, 유성상가맨션)","48587","신일광고사","20200818195210","U","2020-08-20 02:40:00.0","","392437.898838018","181579.980457821","광고물제작",
"1014","옥외광고업","04_15_01_P","3310000","1991331000008200122","19910611","","01","영업/정상","20","정상","","","","","051 644 5411","","","부산광역시 남구 문현동 ***-*번지","부산광역시 남구 고동골로 **-* (문현동)","608040","해오름광고","20140416171826","I","2018-08-31 23:59:59.0","","388675.708957689","184507.614235207","광고물제작",
"1015","옥외광고업","04_15_01_P","3310000","1991331000008200123","19910611","","01","영업/정상","20","정상","","","","","051 633 2949","","","부산광역시 남구 대연동 ***-**번지 명성슈퍼","부산광역시 남구 유엔로***번길 **, 명성슈퍼 (대연동)","48506","미미광고기획","20200618171205","U","2020-06-20 02:40:00.0","","391024.550655665","183308.456739147","광고물제작",
"1016","옥외광고업","04_15_01_P","3310000","1991331000008200128","19910625","","01","영업/정상","20","정상","","","","","051 633 8060","","","부산광역시 남구 문현동 ***-*","부산광역시 남구 우암로***번길 * (문현동)","608828","광고공사예전","20210527145717","U","2021-05-29 02:40:00.0","","388345.403036913","183613.784476154","광고물 제작",
"1017","옥외광고업","04_15_01_P","3310000","1992331000008200137","19920409","","01","영업/정상","20","정상","","","","","051 626 4463","","","부산광역시 남구 용호동 ***-**번지","부산광역시 남구 동명로***번길 *** (용호동)","","신광고사","20140516103408","I","2018-08-31 23:59:59.0","","392586.632794226","181440.71686554","광고물제작",
"1018","옥외광고업","04_15_01_P","3310000","1992331000008200140","19920423","","01","영업/정상","20","정상","","","","","051 634 4814","","","부산광역시 남구 문현동 ***-**번지","부산광역시 남구 지게골로 ***-** (문현동)","48457","새한기획","20200616090511","U","2020-06-18 02:40:00.0","","389112.144534375","183648.419208574","광고물제작",
"1019","옥외광고업","04_15_01_P","3310000","1994331000008200196","20190717","","01","영업/정상","20","정상","","","","","051 628 1324","","","부산광역시 남구 대연동 ****-*번지","부산광역시 남구 수영로***번길 ** (대연동)","48439","제일애드","20200302193447","U","2020-03-04 02:40:00.0","","390443.40058128","183978.679286061","광고물제작",
"1020","옥외광고업","04_15_01_P","3310000","1994331005608200186","19940604","","01","영업/정상","20","정상","","","","","051 642 0090","","","부산광역시 남구 문현동 **-*","부산광역시 남구 문현로 ** (문현동)","48418","광고기획 밝은터","20210527150055","U","2021-05-29 02:40:00.0","","389209.900525142","184641.426819681","광고물제작",
"1021","옥외광고업","04_15_01_P","3310000","1995331005608200207","19950119","","01","영업/정상","20","정상","","","","","051 628 8773","","","부산광역시 남구 용호동 ***-** 창신설비","부산광역시 남구 동명로***번길 ***, 창신설비 (용호동)","48591","백경","20201111140345","U","2020-11-13 02:40:00.0","","392467.324806137","181507.501233657","광고물 제작",
"1022","옥외광고업","04_15_01_P","3310000","1996331005608200219","19960304","","01","영업/정상","20","정상","","","","","051 636 8489","","","부산광역시 남구 문현동 ***-**번지","부산광역시 남구 자성로 *** (문현동)","","이왕광고기획,현수막","20140516103114","I","2018-08-31 23:59:59.0","","388295.664650908","183964.742464628","광고물제작",
"1023","옥외광고업","04_15_01_P","3310000","1996331005608200220","19960614","","01","영업/정상","20","정상","","","","","051 621 3800","","","부산광역시 남구 용호동 **-**","부산광역시 남구 용호로***번길 ** (용호동)","","광고기획 영","20210527150300","U","2021-05-29 02:40:00.0","","392426.794014042","182423.801202537","옥외광고물 제작",
"1024","옥외광고업","04_15_01_P","3310000","1996331005608200222","19960731","","01","영업/정상","20","정상","","","","","051 624 6535","","","부산광역시 남구 용호동 ***-**번지","부산광역시 남구 동명로***번길 ** (용호동)","","사인탤","20140516101748","I","2018-08-31 23:59:59.0","","392161.833308157","182090.327539353","간판제작",
"1025","옥외광고업","04_15_01_P","3310000","1998331005608200247","19980508","","01","영업/정상","20","정상","","","","","051 636 0291","","","부산광역시 남구 대연동 ****-*","부산광역시 남구 못골로 ** (대연동)","","연합광고사","20210512202148","U","2021-05-14 02:40:00.0","","390101.087363234","183822.751486105","간판제작",
"1026","옥외광고업","04_15_01_P","3310000","1999331005608200256","19990507","","01","영업/정상","20","정상","","","","","051 631 2238","","","부산광역시 남구 문현동 ***-*번지","부산광역시 남구 전포대로**번길 * (문현동)","48412","예공사","20181023145058","U","2018-10-25 02:36:26.0","","388317.541304788","184592.739735334","광고물제작",
