"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","욕실수","발한실여부","좌석수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조수","침대수","다중이용업소여부",
"234","숙박업","03_11_03_P","3260000","3260000-201-1988-00579","19881223","","01","영업/정상","01","영업","","","","","051 2556222",".00","602801","부산광역시 서구 남부민동 647-5번지","부산광역시 서구 충무대로241번길 5-20 (남부민동)","49256","제일장","20190808133804","U","2019-08-10 02:40:00.0","여관업","384464.480245898","178833.055123011","여관업","0","0","0","0","0","0","0","19","0","N","0","","","","","0","","","0","0","N",
"235","숙박업","03_11_03_P","3260000","3260000-201-1973-00657","19730622","","01","영업/정상","01","영업","","","","","051 2432597",".00","602803","부산광역시 서구 남부민동 658-21번지","부산광역시 서구 남부민로10번길 38-5 (남부민동)","49256","동성","20190730112858","U","2019-08-01 02:40:00.0","여인숙업","384538.48287512","178211.400410036","여인숙업","0","0","0","0","0","0","10","0","0","N","0","","","","","0","","","0","0","N",
"236","숙박업","03_11_03_P","3260000","3260000-201-1981-00447","19811106","","01","영업/정상","01","영업","","","","","051 2438577",".00","602011","부산광역시 서구 충무동1가 32-19번지","부산광역시 서구 충무대로268번길 5 (충무동1가)","49254","해성장","20190109155647","U","2019-01-11 02:40:00.0","여관업","384543.079889757","179135.084091741","여관업","0","0","0","0","0","0","0","13","0","N","0","","","","","0","","","0","0","N",
"237","숙박업","03_11_03_P","3260000","3260000-201-1974-00583","19740914","","01","영업/정상","01","영업","","","","","051 257 1007",".00","602800","부산광역시 서구 남부민동 69번지","부산광역시 서구 충무대로225번길 29 (남부민동)","49256","천마","20191227112817","U","2019-12-29 02:40:00.0","여인숙업","384420.397900854","178818.407099506","여인숙업","0","0","0","0","0","0","14","0","0","N","0","","","","","0","","","0","0","N",
"238","숙박업","03_11_03_P","3260000","3260000-201-1990-00718","19901122","","01","영업/정상","01","영업","","","","","051 253 0010",".00","602831","부산광역시 서구 암남동 334-7","부산광역시 서구 충무대로34번길 32 (암남동)","49269","봄 모텔","20210714165301","U","2021-07-16 02:40:00.0","여관업","383864.654782808","177212.750897277","여관업","0","0","0","0","0","0","27","0","0","N","0","","","","","0","0","0","0","0","N",
"239","숙박업","03_11_03_P","3260000","3260000-201-2008-00002","20080128","","01","영업/정상","01","영업","","","","","051 241 2501","1,750.00","602833","부산광역시 서구 암남동 622-46","부산광역시 서구 암남공원로 245 (암남동)","49272","아리아","20210611131532","U","2021-06-13 02:40:00.0","여관업","383630.059817562","175863.292978058","여관업","8","2","0","0","0","0","0","42","0","N","0","","","","자가","0","","","0","0","N",
"240","숙박업","03_11_03_P","3260000","3260000-201-1981-00446","19810516","","01","영업/정상","01","영업","","","","","051 2556340",".00","602012","부산광역시 서구 충무동2가 1-13번지","부산광역시 서구 구덕로119번길 11 (충무동2가)","49253","신한","20171127173233","I","2018-08-31 23:59:59.0","여관업","384409.831019404","179302.519095055","여관업","0","0","0","0","0","0","0","10","0","N","0","","","","","0","","","0","0","N",
"241","숙박업","03_11_03_P","3260000","3260000-201-2008-00001","20080111","","01","영업/정상","01","영업","","","","","051 2572841","1,847.00","602832","부산광역시 서구 암남동 171-17","부산광역시 서구 송도해변로 201 (암남동)","49269","브이모텔","20200630132955","U","2020-07-02 02:40:00.0","여관업","384353.361509378","177440.434305995","여관업","8","0","0","0","0","0","0","39","0","N","0","","","","자가","0","","","0","0","N",
"242","숙박업","03_11_03_P","3260000","3260000-201-1997-00817","19970324","","01","영업/정상","01","영업","","","","","051 2427360",".00","602055","부산광역시 서구 토성동5가 53-1번지","부산광역시 서구 초장로 58 (토성동5가)","49252","초원파크","20171128082327","I","2018-08-31 23:59:59.0","여관업","384287.095578663","179369.023982957","여관업","0","0","0","0","0","0","5","18","0","N","0","","","","","0","","","0","0","N",
"243","숙박업","03_11_03_P","3260000","3260000-201-2020-00001","20200521","","01","영업/정상","01","영업","","","","","051 2600000","5,408.94","602832","부산광역시 서구 암남동 230번지","부산광역시 서구 송도해변로 113 (암남동)","49269","페어필드 바이 메리어트 부산 송도비치호텔","20200521145026","I","2020-05-23 00:23:19.0","관광호텔","384100.054581498","177272.599070061","관광호텔","19","0","3","18","","","0","179","0","N","0","","","","","0","0","0","0","0","N",
"244","숙박업","03_11_03_P","3270000","3270000-201-2019-00002","20190129","","01","영업/정상","01","영업","","","","","051 462 7700","6,019.43","601839","부산광역시 동구 초량동 1213-18번지 1213-14, 지하1층,1층일부,3층~15층","부산광역시 동구 대영로 265, 지하1층,1층일부,3층~15층 (초량동)","48822","노떼라미아호텔","20190516165040","U","2019-05-18 02:40:00.0","일반호텔","385885.540847273","181084.314278813","일반호텔","15","1","3","15","1","1","1","111","0","N","0","","","","자가","0","0","0","0","0","N",
"245","숙박업","03_11_03_P","3270000","3270000-201-2019-00001","20190109","","01","영업/정상","01","영업","","","","","051 442 4580","1,717.39","601829","부산광역시 동구 초량동 493 멕시멈빌딩 1층, 5~11층","부산광역시 동구 대영로243번길 89, 1층,5~11층 (초량동)","48816","맥시멈호텔","20220223111925","U","2022-02-25 02:40:00.0","일반호텔","385843.631934651","181550.096766175","일반호텔","11","2","5","11","0","0","0","41","0","N","0","","","","임대","0","0","0","0","0","N",
"246","숙박업","03_11_03_P","3270000","3270000-214-2019-00002","20190424","","01","영업/정상","01","영업","","","","","051 231 7772","7,977.63","601839","부산광역시 동구 초량동 1213-5 지하1층일부,지상1층일부,2~20층","부산광역시 동구 중앙대로180번길 16-8, 지하1층일부,지상1층일부,2~20층 (초량동)","48822","부산역 오름 레지던스","20220330155503","U","2022-04-01 02:40:00.0","숙박업(생활)","385936.996524886","181167.225327811","숙박업(생활)","20","1","1","20","1","1","126","45","0","N","0","","","","자가","0","0","0","0","0","N",
"247","숙박업","03_11_03_P","3270000","3270000-201-2019-00003","20190621","","01","영업/정상","01","영업","","","","","051 467 5401","322.63","601829","부산광역시 동구 초량동 388-2 지하1층, 지상1~3층, 4층 일부","부산광역시 동구 중앙대로221번길 14-5 (초량동)","48815","대구여관","20210618100954","U","2021-06-20 02:40:00.0","여관업","385886.372041979","181704.058483457","여관업","4","1","1","4","1","1","6","11","0","N","0","","","","자가","0","0","0","0","0","N",
"248","숙박업","03_11_03_P","3270000","3270000-201-1975-00158","19750821","","01","영업/정상","01","영업","","","","","051 4634351","1,047.90","601838","부산광역시 동구 초량동 1194-4번지","부산광역시 동구 중앙대로236번길 7-9 (초량동)","48732","부산역센텀호텔","20200526100513","U","2020-05-28 02:40:00.0","여관업","386129.375776529","181828.52970435","여관업","7","1","1","6","0","0","5","28","0","N","0","","","","자가","0","","","0","0","N",
"249","숙박업","03_11_03_P","3270000","3270000-201-1969-00084","19690916","","01","영업/정상","01","영업","","","","","051 4670087","45.95","601010","부산광역시 동구 초량동 618-2 , 617","부산광역시 동구 대영로247번길 13-1 (초량동)","48820","거창","20211220152639","U","2021-12-22 02:40:00.0","여인숙업","385714.48419437","181213.95997118","여인숙업","0","0","0","0","0","0","8","0","0","N","0","","","","","0","0","0","0","0","N",
"250","숙박업","03_11_03_P","3270000","3270000-201-2003-00001","20030117","","01","영업/정상","01","영업","","","","","051  4637927","1,602.45","601829","부산광역시 동구 초량동 323-1","부산광역시 동구 초량로13번길 29-3 (초량동)","48815","샤이어 호텔","20210224095008","U","2021-02-26 02:40:00.0","여관업","385893.638544391","181739.170819117","여관업","0","0","0","0","0","0","3","34","0","N","0","","","","","0","","","0","0","N",
"251","숙박업","03_11_03_P","3270000","3270000-201-2008-00002","20081127","","01","영업/정상","01","영업","","","","","051  4661045","7,358.48","601839","부산광역시 동구 초량동 1203-15번지","부산광역시 동구 중앙대로196번길 12 (초량동)","48821","토요코인 부산역Ⅰ","20190708143215","U","2019-07-10 02:40:00.0","관광호텔","385981.450299885","181351.970849722","관광호텔","22","3","3","21","0","0","0","359","0","N","0","","","","자가","0","","","0","0","N",
"252","숙박업","03_11_03_P","3270000","3270000-201-1972-00089","19720127","","01","영업/정상","01","영업","","","","","","222.57","601840","부산광역시 동구 초량동 1208-27 1208-28","부산광역시 동구 중앙대로195번길 6 (초량동)","48816","미래장","20210611132052","U","2021-06-13 02:40:00.0","여관업","385816.457513718","181452.382295969","여관업","0","0","0","0","0","0","0","18","0","N","0","","","","","0","","","0","0","N",
"253","숙박업","03_11_03_P","3270000","3270000-201-1977-00146","19770708","","01","영업/정상","01","영업","","","","","051 4635239","184.82","601837","부산광역시 동구 초량동 1162-35 1162-10","부산광역시 동구 중앙대로286번길 3-2 (초량동,1162-10)","48730","호텔그레이","20200707114914","U","2020-07-09 02:40:00.0","일반호텔","386285.952506298","182243.935555278","일반호텔","0","0","0","0","0","0","5","15","0","N","0","","","","","0","","","0","0","N",
"254","숙박업","03_11_03_P","3270000","3270000-201-1987-00008","19870831","","01","영업/정상","01","영업","","","","","051 4643141","892.48","601838","부산광역시 동구 초량동 1200-17번지","부산광역시 동구 중앙대로214번길 7 (초량동)","48733","광장호텔","20180611163837","I","2018-08-31 23:59:59.0","관광호텔","386026.75739607","181580.381775088","관광호텔","0","0","0","0","0","0","11","44","0","N","0","","","","","0","","","0","0","N",
"255","숙박업","03_11_03_P","3270000","3270000-201-1988-00222","19881229","","01","영업/정상","01","영업","","","","","051 6316866","289.98","601806","부산광역시 동구 범일동 588-7","부산광역시 동구 자성로103번길 21 (범일동)","48746","동일장","20210104131417","U","2021-01-06 02:40:00.0","여관업","387834.851598983","183895.681768896","여관업","0","0","0","0","0","0","7","7","0","N","0","","","","","0","","","0","0","N",
"256","숙박업","03_11_03_P","3270000","3270000-201-1978-00151","19780303","","01","영업/정상","01","영업","","","","","051 4678687","217.92","601829","부산광역시 동구 초량동 544-1","부산광역시 동구 중앙대로195번길 30 (초량동)","48816","동일장모텔","20211207093550","U","2021-12-09 02:40:00.0","여관업","385709.665684889","181494.8679397","여관업","0","0","0","0","0","0","3","21","0","N","0","","","","","0","0","0","0","0","N",
"257","숙박업","03_11_03_P","3270000","3270000-201-2000-00004","20000522","","01","영업/정상","01","영업","","","","","051 4672338","643.02","601829","부산광역시 동구 초량동 389-1","부산광역시 동구 중앙대로221번길 14-3 (초량동)","48815","삼일모텔","20210504150311","U","2021-05-06 02:40:00.0","여관업","385876.629401411","181698.167593086","여관업","0","0","0","0","0","0","0","21","0","N","0","","","","","0","","","0","0","N",
"258","숙박업","03_11_03_P","3270000","3270000-201-1968-00187","19680701","","01","영업/정상","01","영업","","","","","","79.26","601814","부산광역시 동구 수정동 403-3","부산광역시 동구 고관로33번길 9 (수정동)","48795","초량솔로몬 리빙텔","20210621174338","U","2021-06-23 02:40:00.0","여관업","386087.273557802","182284.724577506","여관업","0","0","0","0","0","0","10","0","0","N","0","","","","","0","","","0","0","N",
"259","숙박업","03_11_03_P","3270000","3270000-201-1973-00055","19730306","","01","영업/정상","01","영업","","","","","","61.32","601812","부산광역시 동구 수정동 1-177","부산광역시 동구 중앙대로389번길 8 (수정동)","48775","동명여인숙","20210104130948","U","2021-01-06 02:40:00.0","여인숙업","386741.957569751","183155.22975677","여인숙업","0","0","0","0","0","0","13","0","0","N","0","","","","","0","","","0","0","N",
"260","숙박업","03_11_03_P","3270000","3270000-201-1987-00207","19870904","","01","영업/정상","01","영업","","","","","","165.75","601806","부산광역시 동구 범일동 586-8","부산광역시 동구 자성로103번길 18 (범일동)","48746","대성그린빌","20211216115205","U","2021-12-18 02:40:00.0","여관업","387859.19174342","183890.869150167","여관업","0","0","0","0","0","0","5","5","0","N","0","","","","","0","0","0","0","0","N",
"261","숙박업","03_11_03_P","3270000","3270000-201-1993-00239","19931230","","01","영업/정상","01","영업","","","","","051 4626881","720.28","601829","부산광역시 동구 초량동 455-0번지","부산광역시 동구 초량로13번길 74-4 (초량동)","48816","썬모텔","20190501103128","U","2019-05-03 02:40:00.0","여관업","385763.784050744","181549.839151155","여관업","0","0","0","0","0","0","10","20","0","N","0","","","","","0","","","0","0","N",
