"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","자치단체코드","업체유형명","자본금","지정정비업종명","면허일자","면허유효기간시작일자","면허유효기간종료일자","자격면허발급기관",
"402","국제물류주선업","11_45_01_P","6260000","6260000-63-542","20120207","","01","영업/정상","0010","운행","","","","","0514647235","","608060","부산광역시 남구 우암동   258번지 1호 대한통운 냉장창고 내","부산광역시 남구 우암로 175 (우암동)","","(주)원","20120207000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","20120207","","","",
"403","국제물류주선업","11_45_01_P","6260000","6260000-63-544","20120217","","01","영업/정상","0010","운행","","","","","","","","부산광역시 중구 중앙동4가 78번지 14호  202호","부산광역시 중구 충장대로9번길 47-1, 202호 (중앙동4가)","","(주)글로벌엔터프라이즈","20140715000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"404","국제물류주선업","11_45_01_P","6260000","6260000-63-545","20120224","","01","영업/정상","0010","운행","","","","","0517317733","","48732","부산광역시 동구 초량동 1193-5 현대해상15층","부산광역시 동구 중앙대로 240, 현대해상 15층 (초량동)","48732","(주)문두스로지텍","20210621000000","U","2021-06-23 02:40:00.0","","386069.947487705","181807.957310681","6260000","국제물류주선업","300000000","","","","","",
"405","국제물류주선업","11_45_01_P","6260000","6260000-63-546","20120228","","01","영업/정상","0010","운행","","","","","0514186888","","46984","부산광역시 사상구 감전동 133-5 202호","부산광역시 사상구 새벽시장로 121, 202호(감전동)","46984","와이즈티엔에스(주)","20220419000000","U","2022-04-21 02:40:00.0","","380989","185701","6260000","국제물류주선업","300000000","","","","","",
"406","국제물류주선업","11_45_01_P","6260000","6260000-63-547","19970227","","01","영업/정상","0010","운행","","","","","0514419966","","48930","부산광역시 중구 중앙동4가 36-14 은산빌딩8~9층","부산광역시 중구 해관로 65, 은산빌딩 8~9층(중앙동4가)","48930","은산해운항공(주)","20220527000000","U","2022-05-29 02:40:00.0","","385502.492319657","180297.579330876","6260000","국제물류주선업","1000000000","","","","","",
"407","국제물류주선업","11_45_01_P","6260000","6260000-63-549","19970328","","01","영업/정상","0010","운행","","","","","0516455822","","","부산광역시 남구 문현동 815번지 한일오피스텔 908호","부산광역시 남구 자성로 152, 908호 (문현동,한일오피스텔)","","(주)대신운송","20220316000000","U","2022-03-18 02:40:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"408","국제물류주선업","11_45_01_P","6260000","6260000-63-27","20070307","","01","영업/정상","0010","운행","","","","","0514411791","","","부산광역시 중구 중앙동4가   85번지 8호  206호","부산광역시 중구 충장대로13번길 17, 206호 (중앙동4가,삼양사빌딩)","","(주)코스모로직스","20131226000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"409","국제물류주선업","11_45_01_P","6260000","6260000-63-30","20070315","","01","영업/정상","0010","운행","","","","","0512414401","","","부산광역시 중구 동광동2가   1번지 삼호빌딩 1501호","부산광역시 중구 광복로97번길 26-2, 1501호 (동광동2가,삼호빌딩)","","천해상선(주)","20131226000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"410","국제물류주선업","11_45_01_P","6260000","6260000-63-32","20070313","","01","영업/정상","0010","운행","","","","","","","48937","부산광역시 중구 중앙동4가 82-6","부산광역시 중구 중앙대로 122, 301호 (중앙동4가)","48937","(주)화이트로지스","20200123000000","U","2020-01-25 02:40:00.0","","385657.118141566","180701.350385724","6260000","국제물류주선업","300000000","","","","","",
"411","국제물류주선업","11_45_01_P","6260000","6260000-63-459","20110803","","01","영업/정상","0010","운행","","","","","0517405091","","","","부산광역시 해운대구 센텀6로 21, 인텔리움센텀 901호 (우동)","48059","(주)코엔스","20210119000000","U","2021-01-21 02:40:00.0","","393901.99210345","188122.938094434","6260000","국제물류주선업","2994514000","","","","","",
"412","국제물류주선업","11_45_01_P","6260000","6260000-63-460","20110803","","01","영업/정상","0010","운행","","","","","0514640644","","","","부산광역시 동구 중앙대로236번길 7-12, 화신빌딩 8층 801호 (초량동)","48732","지티에스국제물류(주)","20201231000000","U","2021-01-02 02:40:00.0","","386168.062735497","181834.71610107","6260000","국제물류주선업","300000000","","","","","",
"413","국제물류주선업","11_45_01_P","6260000","6260000-63-461","20110811","","01","영업/정상","0010","운행","","","","","0514651251","","","부산광역시 중구 중앙동4가 37번지 16호 동아제일빌딩 1104호","부산광역시 중구 중앙대로81번길 9, 1104호 (중앙동4가,동아제일빌딩)","","지케이해운항공(주)","20120915000000","U","2018-11-03 04:00:00.0","","","","6260000","국제물류주선업","300000000","","","","","",
"414","국제물류주선업","11_45_01_P","6260000","6260000-63-744","20141008","","01","영업/정상","0010","운행","","","","","0514623425","","48930","부산광역시 중구 중앙동4가 37-16","부산광역시 중구 중앙대로81번길 9, 4층 (중앙동4가)","48930","(주)도한인터내셔널","20180316000000","U","2018-11-03 04:00:00.0","","385473.576409934","180297.978228551","6260000","국제물류주선업","300000000","","","","","",
"415","국제물류주선업","11_45_01_P","6260000","6260000-63-745","20141020","","01","영업/정상","0010","운행","","","","","0516362619","","48554","부산광역시 남구 감만동 254-48 동광에스아이(주) 0동","부산광역시 남구 신선로 189, 동광에스아이(주) 0동 (감만동)","48554","수산로직스(주)","20181112000000","U","2018-11-14 02:37:34.0","","390030.875940085","181109.276283054","6260000","국제물류주선업","300000000","","20141020","","","",
"416","국제물류주선업","11_45_01_P","6260000","6260000-63-746","20141020","","01","영업/정상","0010","운행","","","","","0517837834","","46731","부산광역시 강서구 송정동 1204-3 2층 2동","부산광역시 강서구 가락대로 230-8, 2동 2층(송정동)","46731","(주)디앤피연합","20210924000000","U","2021-09-26 02:40:00.0","","367691.682700009","179853.949801094","6260000","국제물류주선업","300000000","","","","","",
"417","국제물류주선업","11_45_01_P","6260000","6260000-63-724","20020716","","01","영업/정상","0010","운행","","","","","0514421602","","48419","부산광역시 남구 문현동 205-35 4층","부산광역시 남구 수영로39번길 23, 4층(문현동)","48419","바로로지스틱스(주)","20220621000000","U","2022-06-23 02:40:00.0","","388791.404195714","184071.385614298","6260000","국제물류주선업","300000000","","","","","",
"418","국제물류주선업","11_45_01_P","6260000","6260000-63-726","20140714","","01","영업/정상","0010","운행","","","","","0514414771","","48936","부산광역시 중구 중앙동4가 78-18","부산광역시 중구 충장대로9번길 45, 삼호빌딩 4층 (중앙동4가)","48936","(주)상명종합물류","20180316000000","U","2018-11-03 04:00:00.0","","385763.242540642","180822.631765641","6260000","국제물류주선업","300000000","","","","","",
"419","국제물류주선업","11_45_01_P","6260000","6260000-63-727","20140714","","01","영업/정상","0010","운행","","","","","0517142668","","48729","부산광역시 동구 초량동 1155번지 초량동반도보라스카이뷰 2302호","부산광역시 동구 중앙대로320번길 10, 2302호 (초량동, 초량동반도보라스카이뷰)","48729","(주)가현익스프레스","20210629000000","U","2021-07-01 02:40:00.0","","386429.53939032","182461.939772","6260000","국제물류주선업","300000000","","","","","",
"420","국제물류주선업","11_45_01_P","6260000","6260000-63-728","20060417","","01","영업/정상","0010","운행","","","","","0514422094","","48820","부산광역시 동구 초량동 1210-6 태영노블리안 1029호","부산광역시 동구 중앙대로 169, 태영노블리안 1029호(초량동)","48820","(주)파라곤해운항공","20220602000000","U","2022-06-04 02:40:00.0","","385747.06854269","181215.206591337","6260000","국제물류주선업","300000000","","","","","",
"421","국제물류주선업","11_45_01_P","6260000","6260000-63-729","20140716","","01","영업/정상","0010","운행","","","","","","","48792","부산광역시 동구 초량동 1147-14 국제오피스텔 810호","부산광역시 동구 중앙대로 263, 국제오피스텔 810호 (초량동)","48792","현원물류(주)","20210528000000","U","2021-05-30 02:40:00.0","","386093.674147239","182068.358104572","6260000","국제물류주선업","300000000","","","","","",
"422","국제물류주선업","11_45_01_P","6260000","6260000-63-731","20140723","","01","영업/정상","0010","운행","","","","","0516646661","","","","부산광역시 해운대구 센텀서로 30, 2002호 (우동,케이엔엔타워)","48058","에이엠티알로지스틱코리아 주식회사","20180807000000","U","2018-11-03 04:00:00.0","","393810.868918246","187968.239406246","6260000","국제물류주선업","500000000","","","","","",
"423","국제물류주선업","11_45_01_P","6260000","6260000-63-732","20140730","","01","영업/정상","0010","운행","","","","","0514637085","","48928","부산광역시 중구 중앙동4가 52-14 3층","부산광역시 중구 해관로 81-2, 3층(중앙동4가)","48928","(주)라온로직스","20210709000000","U","2021-07-11 02:40:00.0","","385497.080288141","180468.453230325","6260000","국제물류주선업","300000000","","","","","",
"424","국제물류주선업","11_45_01_P","6260000","6260000-63-736","20140812","","01","영업/정상","0010","운행","","","","","0517145538","","48941","부산광역시 중구 중앙동4가 25-2 유창빌딩 506호","부산광역시 중구 중앙대로 72, 유창빌딩 506호 (중앙동4가)","48941","에스피해운항공(주)","20200827000000","U","2020-08-29 02:40:00.0","","385635.339978485","180238.223506039","6260000","국제물류주선업","300000000","","","","","",
"425","국제물류주선업","11_45_01_P","6260000","6260000-63-737","20140812","","01","영업/정상","0010","운행","","","","","0514641161","","48938","부산광역시 중구 중앙동4가 85-6 경산빌딩 505호","부산광역시 중구 충장대로13번길 19, 경산빌딩 505호 (중앙동4가)","48938","(주)에너지해운항공","20201209000000","U","2020-12-11 02:40:00.0","","385746.346802481","180563.114343962","6260000","국제물류주선업","300000000","","","","","",
"426","국제물류주선업","11_45_01_P","6260000","6260000-63-738","20130625","","01","영업/정상","0010","운행","","","","","0514660818","","48936","부산광역시 중구 중앙동4가 77-5 케이티중앙빌딩 301호","부산광역시 중구 중앙대로 136, 케이티중앙빌딩 301호(중앙동4가)","48936","(주)에이치유로지스틱스","20220428000000","U","2022-04-30 02:40:00.0","","385709.216919638","180842.067770636","6260000","국제물류주선업","300000000","","","","","",
"427","국제물류주선업","11_45_01_P","6260000","6260000-63-739","20140902","","01","영업/정상","0010","운행","","","","","0514623577","","","","부산광역시 중구 충장대로5번길 56, 202호 (중앙동4가,태광빌딩)","48936","(주)주현물류","20190507000000","U","2019-05-09 02:40:00.0","","385763.334390364","180891.147536861","6260000","국제물류주선업","300000000","","","","","",
"428","국제물류주선업","11_45_01_P","6260000","6260000-63-740","20140903","","01","영업/정상","0010","운행","","","","","0514601511","","48728","부산광역시 동구 수정동 79-851 금강신일빌딩","부산광역시 동구 중앙대로 358, 금강신일빌딩 6층 (수정동)","48728","금강글로벌네트웍스(주)","20210414000000","U","2021-04-16 02:40:00.0","","386593.709152934","182823.332634606","6260000","국제물류주선업","300000000","","","","","",
