"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","시력표수","표본렌즈수","측정의자수","동공거리측정기수","정점굴절계기수","조제용연마기수","렌즈절단기수","가열기수","안경세척기수","총면적",
"274","안경업","01_02_01_P","3290000","PHMB219983290024082200002","19980417","","01","영업/정상","13","영업중","","","","","051-807-1015","","614848","부산광역시 부산진구 부전1동 573번지 1호 서면지하상가 L24.25.26.27호","부산광역시 부산진구 중앙대로 지하 737 (부전동, L24.25.26.27호)","47254","1001안경원","20130117101343","I","2018-08-31 23:59:59.0","","387618.822819234","186273.478853367","1","1","1","1","1","1","1","1","1","",
"275","안경업","01_02_01_P","3290000","PHMB219983290024082200003","19981211","","01","영업/정상","13","영업중","","","","","051-896-1600","","614817","부산광역시 부산진구 당감1동 320번지 15호","부산광역시 부산진구 당감로 62 (당감동)","47144","1001안경원","20140202163209","I","2018-08-31 23:59:59.0","","385693.097190192","187242.377790879","1","1","1","1","1","1","1","1","1","40.5",
"276","안경업","01_02_01_P","3290000","PHMB219993290024082200001","19990430","","01","영업/정상","13","영업중","","","","","051-861-6966","","614853","부산광역시 부산진구 양정1동 353번지 4호","부산광역시 부산진구 중앙대로 908 (양정동)","47229","오렌즈1080안경원","20160128115332","I","2018-08-31 23:59:59.0","","388522.164895874","187735.173145226","1","1","1","1","1","1","1","1","1","80.26",
"277","안경업","01_02_01_P","3290000","PHMB219993290024082200002","19990921","","01","영업/정상","13","영업중","","","","","051-861-1022","","614853","부산광역시 부산진구 양정1동 361번지 28호","부산광역시 부산진구 양지로 17 (양정동)","47229","일공이공안경원","20131227171533","I","2018-08-31 23:59:59.0","","388524.941556895","187495.437047741","1","1","1","1","1","1","1","1","1","",
"278","안경업","01_02_01_P","3290000","PHMB219993290024082200003","19991230","","01","영업/정상","13","영업중","","","","","051-808-5197","","614881","부산광역시 부산진구 부전2동 576번지 1호","부산광역시 부산진구 가야대로 지하 777 (부전동)","47257","으뜸밝은세상안경 서면롯데점","20220411100842","U","2022-04-13 02:40:00.0","","387227.589035399","186081.2559036","1","1","1","1","1","1","1","1","1","0",
"279","안경업","01_02_01_P","3290000","PHMB220103290024082200009","20101230","","01","영업/정상","13","영업중","","","","","051-805-7710","","614848","부산광역시 부산진구 부전1동 573번지 1호  서면지하상가 BC열 12호","부산광역시 부산진구 중앙대로 지하 737, BC열 12호 (부전동, 서면지하상가)","47254","아이준안경원","20140202161735","I","2018-08-31 23:59:59.0","","387618.822819234","186273.478853367","1","1","1","1","1","1","1","1","1","26.6",
"280","안경업","01_02_01_P","3290000","PHMB220113290024082200002","20110121","","01","영업/정상","13","영업중","","","","","051-867-8881","","614856","부산광역시 부산진구 양정1동 393번지 18호","부산광역시 부산진구 중앙대로909번길 6 (양정동)","47213","초이스안경원 양정점","20140202161616","I","2018-08-31 23:59:59.0","","388487.25030409","187792.333146794","1","1","1","1","1","1","1","1","1","91",
"281","안경업","01_02_01_P","3290000","PHMB220113290024082200003","20110422","","01","영업/정상","13","영업중","","","","","051-816-3084","","614837","부산광역시 부산진구 부암1동 257번지 롯데키즈마트 2층","부산광역시 부산진구 신천대로 241, 2층 (부암동, 롯데키즈마트)","47187","렌즈맨안경 롯데키즈마트부산점","20140226181247","I","2018-08-31 23:59:59.0","","386646.262710145","186822.941472238","1","1","1","1","1","1","1","1","1","13.96",
"282","안경업","01_02_01_P","3290000","PHMB220113290024082200004","20110926","","01","영업/정상","13","영업중","","","","","051-808-9938","","","부산광역시 부산진구 부전동","부산광역시 부산진구 중앙대로 717 (부전동, 서면지하도상가 서면몰 1-33호)","47289","오렌즈 서면지하1호점","20170403113527","I","2018-08-31 23:59:59.0","","387618.822819234","186273.478853367","1","1","1","1","1","1","1","1","1","12.25",
"283","안경업","01_02_01_P","3290000","PHMB220123290024082200001","20120229","","01","영업/정상","13","영업중","","","","","051-804-7711","","","부산광역시 부산진구 부전동 159-4","부산광역시 부산진구 중앙대로 716, 1층 (부전동)","47291","눈사랑안경 서면점","20220421091053","U","2022-04-23 02:40:00.0","","387580.668911531","186102.218801757","1","3","2","1","2","2","2","5","3","76.86",
"284","안경업","01_02_01_P","3290000","PHMB220123290024082200002","20120402","","01","영업/정상","13","영업중","","","","","051-817-3013","","614843","부산광역시 부산진구 부전1동 266번지 25호","부산광역시 부산진구 중앙대로743번길 6 (부전동)","47254","세안 안경","20160226165137","I","2018-08-31 23:59:59.0","","387614.216143518","186395.965233142","1","1","1","1","1","1","1","1","1","41.8",
"285","안경업","01_02_01_P","3290000","PHMB220153290024082200002","20150210","","01","영업/정상","13","영업중","","","","","051-897-0488","","614101","부산광역시 부산진구 당감동 289번지 2호","부산광역시 부산진구 동평로 95 (당감동)","47144","다비치 부산당감점","20150210135800","I","2018-08-31 23:59:59.0","","385794.253279264","187082.755128142","1","1","1","1","1","1","1","1","1","262.58",
"286","안경업","01_02_01_P","3290000","PHMB220153290024082200004","20150512","","01","영업/정상","13","영업중","","","","","051-794-7150","","614772","부산광역시 부산진구 전포동 668번지 1호","부산광역시 부산진구 동천로 92, 2층 (전포동)","47293","아프리카 안경","20161104102905","I","2018-08-31 23:59:59.0","","387920.292112964","186157.316240551","1","1","1","1","1","1","1","2","2","33",
"287","안경업","01_02_01_P","3290000","PHMB220153290024082200007","20150910","","01","영업/정상","13","영업중","","","","","051-807-1010","","","부산광역시 부산진구 부전동 140번지 4호","부산광역시 부산진구 서전로 7 (부전동)","47245","탑클래스안경체인","20180509113603","I","2018-08-31 23:59:59.0","","387680.266895894","186250.379454429","2","3","2","1","4","2","2","5","5","286.61",
"288","안경업","01_02_01_P","3290000","PHMB220153290024082200008","20150922","","01","영업/정상","13","영업중","","","","","051-809-3820","","","부산광역시 부산진구 부전동 196번지 3호","부산광역시 부산진구 중앙대로 684, 1층 (부전동)","47296","엔틀러옵티컬","20160303170345","I","2018-08-31 23:59:59.0","","387591.119669738","185780.89268711","1","1","1","1","2","1","1","1","1","50",
"289","안경업","01_02_01_P","3290000","PHMB220153290024082200010","20151111","","01","영업/정상","13","영업중","","","","","051-803-8033","","","","부산광역시 부산진구 성지로 61 (초읍동)","47126","갤러리안경 초읍점","20160226165959","I","2018-08-31 23:59:59.0","","387080.886338074","188266.188920101","1","1","1","1","1","1","1","2","2","60",
"290","안경업","01_02_01_P","3290000","PHMB220153290024082200011","20151113","","01","영업/정상","13","영업중","","","","","051-808-6112","","","","부산광역시 부산진구 중앙대로 685-1 (부전동)","47289","다비치안경 서면점","20211227111236","U","2021-12-29 02:40:00.0","","387525.37063652","185810.639047595","1","1","1","1","1","1","1","1","1","700",
"291","안경업","01_02_01_P","3290000","PHMB220153290024082200012","20151216","","01","영업/정상","13","영업중","","","","","051-806-2672","","","부산광역시 부산진구 부전동 503번지 15호","부산광역시 부산진구 가야대로 772, 6층 (부전동, 롯데백화점)","47285","아이리더 안경","20220107135517","U","2022-01-09 02:40:00.0","","387271.299492377","186099.137533193","2","2","2","1","3","1","1","2","2","49.58",
"292","안경업","01_02_01_P","3290000","PHMB220153290024082200013","20151221","","01","영업/정상","13","영업중","","","","","051-804-0050","","","부산광역시 부산진구 부전동 168번지 182호","부산광역시 부산진구 중앙대로702번길 15, 1층 (부전동)","47292","오렌즈서면중앙점","20151221164425","I","2018-08-31 23:59:59.0","","387642.968269871","185973.807919354","1","1","1","1","1","1","1","1","1","180.4",
"293","안경업","01_02_01_P","3290000","PHMB220003290024082200002","20000629","","01","영업/정상","13","영업중","","","","","051-817-9837","","614789","부산광역시 부산진구 연지동 353번지 1호 세동한신아파트 상가 107동 114호","부산광역시 부산진구 새싹로 189, 107동 114호 (연지동, 세동한신아파트 상가)","47109","동국안경원","20171129120226","I","2018-08-31 23:59:59.0","","386594.96272205","187829.194708004","1","1","1","1","1","1","1","1","1","",
"294","안경업","01_02_01_P","3290000","PHMB220203290024082200001","20200325","","01","영업/정상","13","영업중","","","","","051-816-3820","","","부산광역시 부산진구 부전동 168번지 173호","부산광역시 부산진구 중앙대로702번길 25, 1층 (부전동)","47292","렌즈베리 서면중앙점","20220617134309","U","2022-06-19 02:40:00.0","","387691.688016444","185973.89504107","1","1","1","1","1","1","1","1","1","13",
"295","안경업","01_02_01_P","3290000","PHMB220013290024082200002","20010622","","01","영업/정상","13","영업중","","","","","051-897-0011","","614815","부산광역시 부산진구 개금2동 618번지 11호","부산광역시 부산진구 엄광로 34 (개금동)","47387","보고안경원","20220624131613","U","2022-06-26 02:40:00.0","","383991.273265404","185079.766243109","1","1","1","1","1","1","1","1","1","0",
"296","안경업","01_02_01_P","3290000","PHMB220143290024082200001","20140424","","01","영업/정상","13","영업중","","","","","051-818-9938","","","부산광역시 부산진구 부전동 573번지 1호","부산광역시 부산진구 중앙대로 717 (부전동, 서면지하도상가 서면몰 4열 14,15호)","47289","오렌즈 서면지하2호점","20170403115119","I","2018-08-31 23:59:59.0","","387618.822819234","186273.478853367","1","1","1","1","1","1","1","1","1","28",
"297","안경업","01_02_01_P","3290000","PHMB220203290024082200002","20200504","","01","영업/정상","13","영업중","","","","","051-624-6122","","","부산광역시 부산진구 부전동 219번지 1호","부산광역시 부산진구 중앙대로692번길 42, 1층 (부전동)","47296","유앤아이 서면점","20200504150613","I","2020-05-06 00:23:19.0","","387785.244479896","185848.968800503","1","1","1","2","1","1","1","1","1","60",
"298","안경업","01_02_01_P","3290000","PHMB220213290024082200006","20211123","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 개금동 875 개금역금강펜테리움더스퀘어아파트","부산광역시 부산진구 가야대로 450, 상가동 104호 (개금동, 개금역금강펜테리움더스퀘어아파트)","47323","으뜸50안경 개금역점","20211123095606","I","2021-11-25 00:22:44.0","","","","1","0","0","1","1","0","0","0","0","18",
"299","안경업","01_02_01_P","3290000","PHMB220213290024082200005","20210824","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 전포동 692-3 예일고시원","부산광역시 부산진구 동천로 56, 예일고시원 1층 (전포동)","47297","세컨페이스 서면점","20210825151554","I","2021-08-27 00:22:50.0","","387891.346198343","185776.394459023","1","0","0","1","1","0","0","0","0","85.8",
"300","안경업","01_02_01_P","3290000","PHMB220213290024082200003","20210813","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 189-8 1층","부산광역시 부산진구 중앙대로692번길 15, 1층 (부전동)","47295","지니스안경 서면태화점","20210813155408","I","2021-08-15 00:23:01.0","","387656.380112613","185879.350748477","0","0","0","0","0","0","0","0","0","0",
"301","안경업","01_02_01_P","3290000","PHMB220213290024082200002","20210809","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 연지동 340-19 초연빌딩","부산광역시 부산진구 새싹로 178, 초연빌딩 (연지동)","47132","씨 채널 안경","20210811151734","U","2021-08-13 02:40:00.0","","386674.375975199","187794.892424339","1","0","0","1","3","0","0","0","0","117.12",
"302","안경업","01_02_01_P","3290000","PHMB220213290024082200004","20210823","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 241-4","부산광역시 부산진구 중앙대로 687-1, 1층 (부전동)","47289","아이젠트리 서면점","20210825151535","U","2021-08-27 02:40:00.0","","387523.955581263","185827.701295594","2","0","0","1","4","0","0","0","0","304.12",
