"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","법인구분명","구분명",
"557","유료직업소개소","11_50_02_P","3290000","2005329007411500026","20050620","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 부전1동 264번지 3호","부산광역시 부산진구 새싹로28번길 24 (부전동)","614844","영남직업소개소","20200604135606","U","2020-06-06 02:40:00.0","","387486.093652467","186515.015262333","개인","유료",
"558","유료직업소개소","11_50_02_P","3290000","2017329012814500015","20171027","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 부전동 396-8","부산광역시 부산진구 새싹로 20-1 (부전동)","47253","가인인력개발","20210609153618","U","2021-06-11 02:40:00.0","","387424.985972862","186449.7326006","개인","유료",
"559","유료직업소개소","11_50_02_P","3290000","2017329012814500022","20171221","","01","영업/정상","20","영업중","","","","","","","","부산광역시 해운대구 반여동 26통 3반","부산광역시 부산진구 동평로116번길 11, 103호 (당감동)","47182","태영인력직업소개소","20200714145801","U","2020-07-16 02:40:00.0","","386006.375756361","187058.239309699","개인","유료",
"560","유료직업소개소","11_50_02_P","3290000","2002329005911500001","20020112","","01","영업/정상","20","영업중","","","","","051 897 6901","","","부산광역시 부산진구 당감1동 292번지 129호","부산광역시 부산진구 동평로116번길 24 (당감동)","614817","호성개발","20200714163116","U","2020-07-16 02:40:00.0","","386008.02464752","186998.819517293","개인","유료",
"561","유료직업소개소","11_50_02_P","3290000","1995329005911500001","19950626","","01","영업/정상","20","영업중","","","","","051 806 7700","","","부산광역시 부산진구 부전동 393번지 11호 201호","부산광역시 부산진구 부전로 137, 2층 201호 (부전동)","614842","원직업소개소","20220519172111","U","2022-05-21 02:40:00.0","","387293.463771936","186656.277235669","개인","유료",
"562","유료직업소개소","11_50_02_P","3290000","1997329005911500002","19970704","","01","영업/정상","20","영업중","","","","","051 818 1004","","","부산광역시 부산진구 부전1동 401번지 21호","부산광역시 부산진구 새싹로 29, 2층 (부전동, 한성빌딩)","614849","(주)천사사람들","20200529102846","U","2020-05-31 02:40:00.0","","387328.431795974","186510.81133523","개인","유료",
"563","유료직업소개소","11_50_02_P","3290000","1998329005911500004","19980811","","01","영업/정상","20","영업중","","","","","051 818 9080","","","부산광역시 부산진구 부전1동 351번지 14호","부산광역시 부산진구 새싹로28번길 23 (부전동)","614844","김미자가사원","20210406170229","U","2021-04-08 02:40:00.0","","387483.127707922","186541.627438866","개인","유료",
"564","유료직업소개소","11_50_02_P","3290000","2005329007411500030","20050707","","01","영업/정상","20","영업중","","","","","051 819 4848","","","부산광역시 부산진구 전포동 654번지 1호","부산광역시 부산진구 전포대로255번길 41, 라동 103호 (전포동, 전포상가 라동)","614865","용인개발","20220516171151","U","2022-05-18 02:40:00.0","","387910.742630288","186394.517950891","개인","유료",
"565","유료직업소개소","11_50_02_P","3290000","2002329005911500022","20020918","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 개금3동 475번지 16호","부산광역시 부산진구 가야대로443번길 11 (개금동)","614811","새부산직업소개소","20200727152113","U","2020-07-29 02:40:00.0","","384060.566219604","185745.236516677","개인","유료",
"566","유료직업소개소","11_50_02_P","3290000","2002329005911500031","20020528","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 범천4동 1155번지 2호","부산광역시 부산진구 신암로 141 (범천동)","614832","(주)골드윙파트너스","20220525141213","U","2022-05-27 02:40:00.0","","386664.624849746","185669.060906747","법인","유료",
"567","유료직업소개소","11_50_02_P","3290000","1999329005911500002","19990616","","01","영업/정상","20","영업중","","","","","051 804 5488","","","부산광역시 부산진구 부전동 262번지 3호","부산광역시 부산진구 새싹로8번길 17 (부전동)","614844","이경옥직업소개소","20200614142228","U","2020-06-16 02:40:00.0","","387553.326612864","186395.687865874","개인","유료",
"568","유료직업소개소","11_50_02_P","3290000","1999329005911500005","19990806","","01","영업/정상","20","영업중","","","","","6471603","","","부산광역시 해운대구 반여동 96번지 1호 27통 5반 도개공4지구아파트 116동 2306호","부산광역시 해운대구 선수촌로 122, 118동 301호 (반여동, 아시아선수촌아파트)","48037","(주)거신개발","20180813145053","I","2018-08-31 23:59:59.0","","393143.35262625","191263.088957516","법인","유료",
"569","유료직업소개소","11_50_02_P","3290000","2005329007411500034","20050811","","01","영업/정상","20","영업중","","","","","051 861 3720","","","부산광역시 부산진구 양정1동 391번지 11호 2층","부산광역시 부산진구 중앙대로909번길 18, 2층 (양정동)","614853","(주)선덕간병사회","20200529102954","U","2020-05-31 02:40:00.0","","388463.490478314","187829.788261261","법인","유료",
"570","유료직업소개소","11_50_02_P","3290000","2018329012814500002","20180125","","01","영업/정상","20","영업중","","","","","051 927 9956","","","부산광역시 부산진구 부전동 266번지 29호","부산광역시 부산진구 중앙대로 747-1, 대진빌딩 3층 (부전동)","47254","주식회사 잡플랜컨설팅","20210421154605","U","2021-04-23 02:40:00.0","","387638.00336163","186419.902425765","법인","유료",
"571","유료직업소개소","11_50_02_P","3290000","2018329012814500006","20180327","","01","영업/정상","20","영업중","","","","","051 631 6648","","","부산광역시 부산진구 범천동 849번지 1호","부산광역시 부산진구 범일로 190, 도문빌딩 5층 (범천동)","47357","주식회사 퍼스트인코리아","20210910144526","U","2021-09-12 02:40:00.0","","387653.797549383","185030.316717821","법인","유료",
"572","유료직업소개소","11_50_02_P","3290000","2018329012814500008","20180508","","01","영업/정상","20","영업중","","","","","07086288591","","","부산광역시 부산진구 부전동 261번지 1호","부산광역시 부산진구 새싹로14번길 4, 3층 302호 (부전동)","47254","우리매니저 부산지사","20191122170443","U","2019-11-24 02:40:00.0","","387480.209971212","186399.641831647","개인","유료",
"573","유료직업소개소","11_50_02_P","3290000","2018329012814500009","20160621","","01","영업/정상","20","영업중","","","","","051 637 3656","","","부산광역시 부산진구 부전동 352-2","부산광역시 부산진구 부전로152번길 40, 301호 (부전동)","47253","자유개발","20220504165040","U","2022-05-06 02:40:00.0","","387448.880114798","186533.525481659","개인","유료",
"574","유료직업소개소","11_50_02_P","3290000","2018329012814500010","20180611","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 부전동 224-22","부산광역시 부산진구 중앙대로680번길 40, 2층 (부전동)","47296","피앤제이컨설팅","20220615101812","U","2022-06-17 02:40:00.0","","387775.967911781","185732.717496793","개인","유료",
"575","유료직업소개소","11_50_02_P","3290000","2003329005911500001","20030103","","01","영업/정상","20","영업중","","","","","051 851 7111","","","부산광역시 부산진구 양정동 82번지 3호","부산광역시 부산진구 양정로6번길 24, 2층 (양정동)","47221","현대직업소개소","20211104172828","U","2021-11-06 02:40:00.0","","388768.496496093","187945.85718588","개인","유료",
"576","유료직업소개소","11_50_02_P","3290000","2020329014414500004","20200319","","01","영업/정상","20","영업중","","","","","051 817 3100","","","부산광역시 부산진구 부전동 474번지 80호 유원골든타워오피스텔","부산광역시 부산진구 서면문화로 27, 유원골든타워오피스텔 728호 (부전동)","47257","블루윈 개발","20220414145825","U","2022-04-16 02:40:00.0","","387225.613588405","186408.726533861","개인","유료",
"577","유료직업소개소","11_50_02_P","3290000","2020329014414500007","20190909","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 부전동 525번지 3호 서면베르빌","부산광역시 부산진구 부전로 43, 서면베르빌 3층 12호 (부전동)","47284","베테랑직업소개소","20200604103920","U","2020-06-06 02:40:00.0","","387219.144332511","185793.454774444","개인","유료",
"578","유료직업소개소","11_50_02_P","3290000","2020329014414500008","20200527","","01","영업/정상","20","영업중","","","","","051 417 4985","","","부산광역시 부산진구 부전동 259번지 2호","부산광역시 부산진구 새싹로 5, 4층 (부전동)","47256","개미인력 서면지점","20201116170049","U","2020-11-18 02:40:00.0","","387475.789717877","186305.39337497","개인","유료",
"579","유료직업소개소","11_50_02_P","3290000","2021329014414500015","20211022","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 부전동 156-53","부산광역시 부산진구 중앙대로 722-1(부전동)","47291","삼성간병사협회 직업소개소","20220323165732","U","2022-03-25 02:40:00.0","","387599.221624523","186151.912491502","개인","유료",
"580","유료직업소개소","11_50_02_P","3290000","2021329014414500016","20211206","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 당감동 1016 힐탑스타","부산광역시 부산진구 가야대로 701, 2층 205호 (당감동, 힐탑스타)","47262","천년개발","20211206113519","I","2021-12-08 00:22:43.0","","386559.911934242","186145.735722558","개인","유료",
"581","유료직업소개소","11_50_02_P","3290000","2020329014414500009","20200803","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 부전동 261-7","부산광역시 부산진구 새싹로8번길 7, 3층 (부전동)","47254","삼정인력","20201111140305","U","2020-11-13 02:40:00.0","","387512.138722894","186371.506887648","개인","유료",
"582","유료직업소개소","11_50_02_P","3290000","2021329014414500014","20130430","","01","영업/정상","20","영업중","","","","","3231013","","","부산광역시 부산진구 개금동 633-71","부산광역시 부산진구 진사로 67(개금동)","47393","다원간병협회","20210915173240","I","2021-09-17 00:22:49.0","","383700.50602217","184784.39310369","개인","유료",
"583","유료직업소개소","11_50_02_P","3290000","2021329014414500011","20210524","","01","영업/정상","20","영업중","","","","","","","","부산광역시 부산진구 부암동 537","부산광역시 부산진구 백양순환로 105 (부암동)","47136","신성인력","20210817192816","U","2021-08-19 02:40:00.0","","385665.406745772","187568.051045932","법인","유료",
