"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업소구분명","소재지","지정일자","신청일자","항목값1",
"1058","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100221","20010102","","01","영업/정상","11","영업","","","","","","","601035","부산광역시 동구 수정동 493-9번지 17 통1  반","","","농산물판매장","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","493-9","","20010102","관급봉투",
"1059","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100222","20010102","","01","영업/정상","11","영업","","","","","","","601035","부산광역시 동구 수정동 530-8번지 6  통1  반","","","새수복슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","530-8","","20010102","관급봉투",
"1060","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100057","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 282번지","부산광역시 동구 초량로 41-2  (초량동)","","토근판매소","20070721103731","I","2018-08-31 23:59:59.0","","385709.243322039","182023.502465908","지정","282","","20010102","관급봉투",
"1061","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100058","20010102","","01","영업/정상","11","영업","","","","","051 4643455","","601012","부산광역시 동구 초량동 555번지","","","세븐일레븐부산역점","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","555-1","","20010102","관급봉투",
"1062","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100059","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 280-3번지","","","유앤아이초량점","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","280-3","","20010102","관급봉투",
"1063","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100235","20010102","","01","영업/정상","11","영업","","","","","","","601051","부산광역시 동구 좌천동 730-1 번지 6  통3  반","","","미니슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","730-1","","20010102","관급봉투",
"1064","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100060","20010102","","01","영업/정상","11","영업","","","","","","","601012","부산광역시 동구 초량동 530-3번지","","","태양슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","530-3","","20010102","관급봉투",
"1065","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100061","20010102","","01","영업/정상","11","영업","","","","","","","601013","부산광역시 동구 초량동 715-1번지","","","필마트","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","715-1","","20010102","관급봉투",
"1066","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100062","20010102","","01","영업/정상","11","영업","","","","","","","601013","부산광역시 동구 초량동 635-11번지","","","초량마트","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","635-11","","20010102","관급봉투",
"1067","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100223","20010102","","01","영업/정상","11","영업","","","","","","","601035","부산광역시 동구 수정동 512-2번지 18 통2  반","","","동원슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","512-2","","20010102","관급봉투",
"1068","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100224","20010102","","01","영업/정상","11","영업","","","","","","","601035","부산광역시 동구 수정동 515-3번지 9  통1  반","","","정원슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","515-3","","20010102","관급봉투",
"1069","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100225","20010102","","01","영업/정상","11","영업","","","","","","","601035","부산광역시 동구 수정동 626-6번지 6  통5  반","","","덕성상회","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","626-6","","20010102","관급봉투",
"1070","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100226","20010102","","01","영업/정상","11","영업","","","","","","","601035","부산광역시 동구 수정동 583-20번지 8  통4  반","","","은혜슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","583-20","","20010102","관급봉투",
"1071","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100227","20010102","","01","영업/정상","11","영업","","","","","","","601035","부산광역시 동구 수정동 451-22번지 3  통3  반","","","부산상회","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","451-22","","20010102","관급봉투",
"1072","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100064","20010102","","01","영업/정상","11","영업","","","","","","","601013","부산광역시 동구 초량동 692-3번지","","","구봉슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","692-3","","20010102","관급봉투",
"1073","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100065","20010102","","01","영업/정상","11","영업","","","","","","","601013","부산광역시 동구 초량동 636-3번지","","","대성상회","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","636-3","","20010102","관급봉투",
"1074","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100066","20010102","","01","영업/정상","11","영업","","","","","","","601013","부산광역시 동구 초량동 91번지","","","진례양곡상회","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","91","","20010102","관급봉투",
"1075","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100067","20010102","","01","영업/정상","11","영업","","","","","","","601013","부산광역시 동구 초량동 43-9번지","","","우진슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","43-9","","20010102","관급봉투",
"1076","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100068","20010102","","01","영업/정상","11","영업","","","","","","","601013","부산광역시 동구 초량동 46-35번지","","","성일담배집","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","46-35","","20010102","관급봉투",
"1077","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100069","20010102","","01","영업/정상","11","영업","","","","","","","601013","부산광역시 동구 초량동 110-14번지","","","화신건축설비","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","110-14","","20010102","관급봉투",
"1078","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100070","20010102","","01","영업/정상","11","영업","","","","","","","601013","부산광역시 동구 초량동 108-3번지","","","성창전기","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","108-3","","20010102","관급봉투",
"1079","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100071","20010102","","01","영업/정상","11","영업","","","","","","","601013","부산광역시 동구 초량동 65-4번지","","","함양초량슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","65-4","","20010102","관급봉투",
"1080","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000157","20000103","","01","영업/정상","11","영업","","","","","051 4663736","","601035","부산광역시 동구 수정동 580-2   번지","","","산복슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1081","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000158","20000103","","01","영업/정상","11","영업","","","","","051 4627469","","601035","부산광역시 동구 수정동 508-17  번지","","","영천슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1082","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000159","20000103","","01","영업/정상","11","영업","","","","","051 4682111","","601035","부산광역시 동구 수정동 448-81  번지","","","새나라슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1083","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000160","20000103","","01","영업/정상","11","영업","","","","","051 4655176","","601035","부산광역시 동구 수정동 442-6   번지","","","상주슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1084","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000161","20000103","","01","영업/정상","11","영업","","","","","051 4641920","","601035","부산광역시 동구 수정동 579-1   번지","","","세일세일슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1085","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000162","20000103","","01","영업/정상","11","영업","","","","","051 4666015","","601035","부산광역시 동구 수정동 489-13  번지","","","BYC","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1086","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200000333","20000103","","01","영업/정상","11","영업","","","","","051 6429904","","601066","부산광역시 동구 범일동 1522-321 번지","","","럭키슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","","","","","관급봉투",
"1087","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100229","20010102","","01","영업/정상","11","영업","","","","","","","601051","부산광역시 동구 좌천동 252-3번지 2  통2  반","","","일광상회","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","252-3","","20010102","관급봉투",
"1088","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100230","20010102","","01","영업/정상","11","영업","","","","","","","601051","부산광역시 동구 좌천동 252번지 2통2  반","","","청호슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","252","","20010102","관급봉투",
"1089","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100231","20010102","","01","영업/정상","11","영업","","","","","","","601051","부산광역시 동구 좌천동 166-1번지 2  통3  반","","","우영식당","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","166-1","","20010102","관급봉투",
"1090","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100232","20010102","","01","영업/정상","11","영업","","","","","","","601051","부산광역시 동구 좌천동 683-17번지 4  통3  반","","","화신이용원","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","683-17","","20010102","관급봉투",
"1091","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100233","20010102","","01","영업/정상","11","영업","","","","","","","601051","부산광역시 동구 좌천동 681-35번지 4  통4  반","","","함석제작소","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","681-35","","20010102","관급봉투",
"1092","쓰레기종량제봉투판매업","09_30_13_P","3270000","327000014200100234","20010102","","01","영업/정상","11","영업","","","","","","","601051","부산광역시 동구 좌천동 709-17번지 6  통2  반","","","행복슈퍼","20070721103731","I","2018-08-31 23:59:59.0","","","","지정","709-17","","20010102","관급봉투",
