"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","판매점영업면적",
"1001","안전상비의약품 판매업소","01_01_05_P","3310000","PHMH320213310024087500011","20210331","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 1415-8","부산광역시 남구 못골로 73 (대연동)","48439","GS25 못골시장점","20210401145916","I","2021-04-03 00:22:58.0","","390448.667082282","183888.692404443","61.2",
"1002","안전상비의약품 판매업소","01_01_05_P","3310000","PHMH320213310024087500013","20210415","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 1467-1","부산광역시 남구 못골번영로50번길 20, 1층 (대연동)","48437","세븐일레븐 부산대연센터점","20210415172917","I","2021-04-17 00:22:58.0","","390423.451435309","184260.03716219","129",
"1003","안전상비의약품 판매업소","01_01_05_P","3310000","PHMH320183310024087500025","20181112","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 문현동 365번지 13호 현창한의원","부산광역시 남구 지게골로 33-4, 현창한의원 1층 (문현동)","48456","GS25 부산곱창골목점","20191017092811","U","2019-10-19 02:40:00.0","","388585.195588522","183815.214500094","114.12",
"1004","안전상비의약품 판매업소","01_01_05_P","3310000","PHMH320203310024087500023","20201209","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 564-13 동백원룸","부산광역시 남구 유엔평화로47번길 142, 1층 1호 (대연동, 동백원룸)","48501","세븐일레븐 부산대연동백점","20201210101436","I","2020-12-12 00:23:07.0","","391343.10839792","183293.639873417","60.8",
"1005","안전상비의약품 판매업소","01_01_05_P","3310000","PHMH320213310024087500001","20210119","","01","영업/정상","13","영업중","","","","","051-624-1108","","","부산광역시 남구 용호동 954 더블유","부산광역시 남구 분포로 145, 1층 108호 (용호동, 더블유)","48515","씨유 용호스퀘어점","20210122123923","U","2021-01-24 02:40:00.0","","392495.046847798","183633.944535074","47",
"1006","안전상비의약품 판매업소","01_01_05_P","3310000","PHMH320223310024087500013","20220609","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 895-1 동성떡방앗간","부산광역시 남구 천제등로 45, 동성떡방앗간 1층 (대연동)","48494","GS25 대연천제등로점","20220609175408","I","2022-06-11 00:22:30.0","","390409.7999786","183441.019375897","0",
"1007","안전상비의약품 판매업소","01_01_05_P","3310000","PHMH320223310024087500012","20220530","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 문현동 94-32 GS25","부산광역시 남구 진남로 167-1, 1층 (문현동)","48446","이마트24 대연SK뷰점","20220530171417","I","2022-06-01 00:22:31.0","","389373.233027318","184450.14477372","0",
"1008","안전상비의약품 판매업소","01_01_05_P","3310000","PHMH320223310024087500015","20220624","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 384-26 벽산e-솔렌스힐","부산광역시 남구 수영로 283, 103동 B102호 (대연동, 벽산e-솔렌스힐)","48443","세븐일레븐 부산솔렌스점","20220626110826","I","2022-06-28 00:22:30.0","","391074.138740834","183931.790139989","66",
"1009","안전상비의약품 판매업소","01_01_05_P","3310000","PHMH320223310024087500011","20220524","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 885-1","부산광역시 남구 유엔평화로41번가길 42, 1층 (대연동)","48504","세븐일레븐 부산대연쌍둥이점","20220524165204","I","2022-05-26 00:22:31.0","","390679.163754107","183552.473094419","0",
"1010","안전상비의약품 판매업소","01_01_05_P","3310000","PHMH320223310024087500014","20220620","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 571-15","부산광역시 남구 유엔로201번길 22, 1층 (대연동)","48507","이마트24 대연유엔점","20220620155514","I","2022-06-22 00:22:40.0","","391183.402933909","183347.033707863","0",
"1011","안전상비의약품 판매업소","01_01_05_P","3310000","PHMH320223310024087500010","20220518","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 1723-8 태양유선","부산광역시 남구 유엔로183번길 64, 태양유선 1층 (대연동)","48502","(주)코리아세븐 부산대연유엔점","20220524093045","U","2022-05-26 02:40:00.0","","391011.386140876","183553.403996405","0",
"1012","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500002","20190111","","01","영업/정상","13","영업중","","","","","051-365-4067","","","부산광역시 북구 화명동 2272번지 2호 해경타워빌딩","부산광역시 북구 금곡대로303번길 35, 해경타워빌딩 (화명동)","46525","북구희망터 CU편의점(화명롯데점)","20220209165331","U","2022-02-11 02:40:00.0","","383054.326433755","194762.774568791","44",
"1013","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500001","20190107","","01","영업/정상","13","영업중","","","","","051-364-4427","","","부산광역시 북구 화명동 2267번지 3호 웨스트 포인트 빌딩","부산광역시 북구 화명신도시로 133, 웨스트 포인트 빌딩 (화명동)","46524","(주)코리아세븐 부산화명신도시점","20200828164502","U","2020-08-30 02:40:00.0","","382966.001659733","194819.132528586","",
"1014","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500004","20190213","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 화명동 2290번지 코오롱하늘채1차아파트","부산광역시 북구 화명신도시로 70, 상가2동 106호 (화명동, 코오롱하늘채1차아파트)","46526","씨유 화명 코오롱점","20190214165848","I","2019-02-16 02:21:23.0","","383039.623346517","194189.918598093","30.24",
"1015","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500007","20190329","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 함박봉로 22, 상가동 202호 (덕천동, 롯데아파트)","46590","씨유덕천롯데점","20190329133305","I","2019-03-31 02:20:09.0","","383957.97273875","191900.278381232","90",
"1016","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500008","20190411","","01","영업/정상","13","영업중","","","","","02-3284-8124","","","부산광역시 북구 화명동 2275번지 1호 센츄리빌딩","부산광역시 북구 화명대로 16, 센츄리빌딩 1층 102호 (화명동)","46527","(주)코리아세븐 부산화명시네마점","20190412110405","I","2019-04-14 02:20:20.0","","382882.278858745","194681.150958776","100.94",
"1017","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500009","20190522","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 구포동 1261번지 71호","부산광역시 북구 시랑로94번길 10 (구포동)","46641","(주)에스에이엠 구포카페점","20190523101612","I","2019-05-25 02:20:54.0","","382671.028488427","190483.424686962","166",
"1018","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500014","20190902","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 의성로115번길 74, 1층 (덕천동)","46574","씨유 덕천함양점","20190903092058","I","2019-09-05 02:22:19.0","","383406.830886554","192072.771245856","",
"1019","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500016","20190902","","01","영업/정상","13","영업중","","","","","051-361-5203","","","부산광역시 북구 화명동 1150번지 동원로얄듀크","부산광역시 북구 금곡대로 222, 동원로얄듀크 106호, 107호 (화명동)","46537","씨유 화명스마일점","20190903154421","I","2019-09-05 02:22:19.0","","383300.306176121","193948.527977305","",
"1020","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500013","20190819","","01","영업/정상","13","영업중","","","","","051-361-9098","","","","부산광역시 북구 금곡대로616번길 55, 유림아파트 (금곡동)","46505","씨유 금곡유림점","20190819172943","I","2019-08-21 02:22:20.0","","383366.769237433","197840.883681037","42",
"1021","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500012","20190808","","01","영업/정상","13","영업중","","","","","051-332-7901","","","","부산광역시 북구 의성로 123 (덕천동)","46574","씨유 덕천의성점","20211111110154","U","2021-11-13 02:40:00.0","","383081.999131099","191901.704425404","70",
"1022","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500010","20190705","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 만덕대로 3, 1층 101호 (덕천동)","46548","세븐일레븐 부산덕천중앙점","20190705182235","I","2019-07-07 02:21:30.0","","382542.71365414","192003.418033887","34",
"1023","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500011","20190718","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 화명동 2315번지 1호","부산광역시 북구 학사로 5, 1층 (화명동)","46542","씨유 화명그린점","20190718141554","I","2019-07-20 02:21:41.0","","382785.391899277","193461.546886503","85",
"1024","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500027","20191218","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 상학로 11, 금정산LH뉴웰시티 2상가동 101호 (만덕동)","46557","세븐일레븐 부산만덕뉴웰점","20191219111402","I","2019-12-21 00:23:26.0","","","","33",
"1025","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500028","20191220","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 팽나무로 18, 1층 (구포동, 성화빌라)","46598","GS25 구포다온점","20211029172839","U","2021-10-31 02:40:00.0","","382620.597124799","191337.070809448","143",
"1026","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500026","20191216","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 상학로 67, 금정산LH뉴웰시티 상가1동 101호 (만덕동)","46557","GS25 만덕뉴웰시티점","20191217172429","I","2019-12-19 00:23:46.0","","","","",
"1027","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500023","20191122","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 낙동대로1762번길 76 (구포동)","46584","GS25 구포행복점","20191125175125","I","2019-11-27 00:23:25.0","","382130.752124098","191511.157875924","",
"1028","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500024","20191122","","01","영업/정상","13","영업중","","","","","051-338-1357","","","","부산광역시 북구 덕천로234번길 42 (만덕동)","46605","GS25 만덕그린코아점","20191125175257","I","2019-11-27 00:23:25.0","","384623.886704428","191876.246097172","",
"1029","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500021","20191106","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 북구 학사로 140, 덕진 상뜨레-뷰 앙코르 (화명동)","46527","GS25 화명역점","20191108115101","I","2019-11-10 00:23:10.0","","382768.318525264","194695.306589946","",
"1030","안전상비의약품 판매업소","01_01_05_P","3320000","PHMH320193320045087500025","20191128","","01","영업/정상","13","영업중","","","","","","","","부산광역시 북구 화명동 2276번지 6호","부산광역시 북구 금곡대로285번길 30, 107,108호 (화명동)","46526","씨유 화명센터점","20191211202933","U","2019-12-13 02:40:00.0","","383070.362935282","194628.791343931","46.2",
