"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","점포구분명",
"394","대규모점포","08_25_01_P","3390000","2000339001507500015","19980506","20040619","04","취소/말소/만료/정지/중지","4","직권취소","","","","","005103165511","0","","부산광역시 사상구 엄궁동 642호","부산광역시 사상구 강변대로 570 (엄궁동)","617831","부산건재집배송","20111114143805","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","379121.358658945","183459.90043519","대규모점포",
"395","대규모점포","08_25_01_P","3390000","2000339001507500018","19990108","","04","취소/말소/만료/정지/중지","4","직권취소","","","","","005103195000","2494.7","","부산광역시 사상구 괘법동 529번지 1   호","부산광역시 사상구 광장로 7 (괘법동)","617725","르네시떼","20111114153604","I","2018-08-31 23:59:59.0","그 밖의 대규모점포","380128.339808636","186803.363627811","대규모점포",
"396","대규모점포","08_25_01_P","3400000","2019340010907500001","20190425","","01","영업/정상","1","정상영업","","","","","02-310-8700","22654.44","","부산광역시 기장군 기장읍 당사리 52번지 2호 이케아 동부산점","부산광역시 기장군 기장읍 동부산관광3로 17, 이케아 동부산점","46084","이케아 동부산점","20200321141625","U","2020-03-24 02:40:00.0","전문점","401260.939933773","190226.561613539","대규모점포",
"397","대규모점포","08_25_01_P","3400000","2021340010907500001","20210331","","01","영업/정상","1","정상영업","","","","","02-6959-7869","18430.51","","부산광역시 기장군 기장읍 시랑리 산 46","","","부산 오시리아 테마파크 판매시설","20210713203521","U","2021-07-15 02:40:00.0","쇼핑센터","401646.70301259","190623.423385646","대규모점포",
"398","대규모점포","08_25_01_P","3400000","2012340004407500004","20120207","","01","영업/정상","1","정상영업","","","","","051-722-1001","1785.56","619906","부산광역시 기장군 기장읍 청강리 297번지","부산광역시 기장군 기장읍 대청로71번길 5","","주식회사 서원유통 탑마트 기장점","20220624141624","U","2022-06-26 02:40:00.0","대형마트","401768.079654466","195341.887485212","준대규모점포",
"399","대규모점포","08_25_01_P","3400000","2012340004407500003","20120207","","01","영업/정상","1","정상영업","","","","","051-724-2828","1345.42","619905","부산광역시 기장군 기장읍 서부리 76번지 1호","부산광역시 기장군 기장읍 읍내로 49","","주식회사 서원유통 탑마트 기장서부점","20220624150326","U","2022-06-26 02:40:00.0","대형마트","401084.295421567","196281.284148343","준대규모점포",
"400","대규모점포","08_25_01_P","3400000","2004340002507500001","20040825","","01","영업/정상","1","정상영업","","","","","051-721-3963","6763","619903","부산광역시 기장군 기장읍 대라리 72번지 1호","부산광역시 기장군 기장읍 읍내로104번길 16","619903","기장시장번영회","20200713152508","U","2020-09-16 02:40:00.0","시장","401565.273951069","196052.928304277","대규모점포",
"401","대규모점포","08_25_01_P","3400000","2010340004407500001","20100507","","01","영업/정상","1","정상영업","","","","","051-290-6000","7372.53","","부산광역시 기장군 일광읍 삼성리 547-6","부산광역시 기장군 일광읍 기장대로 673","46048","(주)메가마트 기장점","20220630132001","U","2022-07-02 02:40:00.0","복합쇼핑몰","402168.434114938","197304.623745039","대규모점포",
"402","대규모점포","08_25_01_P","3400000","2010340004407500002","20101202","","01","영업/정상","1","정상영업","","","","","051 519 8224","7556.89","619963","부산광역시 기장군 정관면 매학리 712번지 1호","부산광역시 기장군 정관면 정관5로 50","619960","홈플러스 부산정관점","20210608153242","U","2021-06-10 02:40:00.0","대형마트","397909.74645700000","205109.08040500000","대규모점포",
"403","대규모점포","08_25_01_P","3400000","2012340004407500006","20121017","","01","영업/정상","1","정상영업","","","","","02-2185-1234","32083.47","619953","부산광역시 기장군 장안읍 좌동리 산 32번지 일원","부산광역시 기장군 장안읍 정관로 1133","619953","신세계사이먼","20200327090431","U","2020-03-29 02:40:00.0","전문점","403236.19285100000","205312.20145700000","대규모점포",
"404","대규모점포","08_25_01_P","3400000","2014340004407500001","20141021","","01","영업/정상","1","정상영업","","","","","02-771-2500","81233.42","619902","부산광역시 기장군 기장읍 당사리 64번지 외 106필지 (동부산관광단지 내)","부산광역시 기장군 기장읍 기장해안로 147 (동부산관광단지내)","619902","롯데몰 동부산점","20220426143515","U","2022-04-28 02:40:00.0","복합쇼핑몰","401669","190270","대규모점포",
"405","대규모점포","08_25_01_P","3400000","2015340007207500001","20151124","","01","영업/정상","1","정상영업","","","","","051-201-2734","9474.97","","","부산광역시 기장군 장안읍 정관로 1142 (힐탑 프리미엄 아울렛)","46029","힐탑 프리미엄 아울렛","20151124100911","I","2018-08-31 23:59:59.0","전문점","403232","204723","대규모점포",
"406","대규모점포","08_25_01_P","3400000","2016340007207500001","20160629","","01","영업/정상","1","정상영업","","","","","02-3456-0000","12916.78","","부산광역시 기장군 기장읍 시랑리 489번지 9호","부산광역시 기장군 기장읍 기장해안로 98","46078","오시리아스퀘어","20210225113132","U","2021-02-27 02:40:00.0","그 밖의 대규모점포","401438","189865","대규모점포",
"407","대규모점포","08_25_01_P","3400000","2018340010907500001","20180326","","01","영업/정상","1","정상영업","","","","","051-710-0056","35299.92","","부산광역시 기장군 정관읍 매학리 717번지 6호","부산광역시 기장군 정관읍 정관중앙로 45","46015","탑스퀘어","20201118172558","U","2020-11-20 02:40:00.0","그 밖의 대규모점포","398024.244821605","204621.655738547","대규모점포",
"408","대규모점포","08_25_01_P","3400000","2012340004407500005","20120214","","03","폐업","3","폐업처리","20180315","","","","051 724 4500","1316","619903","부산광역시 기장군 기장읍 대라리 57번지","부산광역시 기장군 기장읍 차성동로 63","","홈플러스(주) 익스프레스 기장점","20180315134330","I","2018-08-31 23:59:59.0","대형마트","401671.559370443","196027.516280196","준대규모점포",
