"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","기공용레스수","원심주조기수","기공용모터수","아세틸렌수","치과용프레스수","전기로수","포셀린로수","초음파청소기수","서베이어수","진동기수","트리머수","기공용컴프레서수","샌드기수","진공매몰기수","핀덱스수",
"217","치과기공소","01_02_04_P","3300000","PHMB320193300024062300003","20150413","","01","영업/정상","13","영업중","","","","","337-2889","","","부산광역시 동래구 명장동 300번지 68호","부산광역시 동래구 명서로 148-1, 2층 (명장동)","47761","엠에스치과기공소","20210311160943","U","2021-03-13 02:40:00.0","","391368.407224158","192064.425370001","1","4","6","1","1","1","3","1","1","1","1","2","2","1","1",
"218","치과기공소","01_02_04_P","3300000","PHMB320193300024062300005","20190612","","01","영업/정상","13","영업중","","","","","051-505-7972","","","부산광역시 동래구 사직동 45번지 1호","부산광역시 동래구 사직북로33번길 25, 2층 (사직동)","47864","신진치과기공소","20190612174945","I","2019-06-14 02:21:30.0","","387426.824672924","190739.045691596","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",
"219","치과기공소","01_02_04_P","3300000","PHMB320193300024062300002","19810328","","01","영업/정상","13","영업중","","","","","051-802-1911","","","부산광역시 동래구 사직동 662번지 8호","부산광역시 동래구 쇠미로 124, 3층 (사직동)","47854","유성치과기공소","20190522103240","I","2019-05-24 02:20:53.0","","387530.105495691","191146.771989963","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"220","치과기공소","01_02_04_P","3300000","PHMB320193300024062300006","20190729","","01","영업/정상","13","영업중","","","","","504-6397","","","부산광역시 동래구 사직동 157-44","부산광역시 동래구 여고로113번길 11, 4층 일부 (사직동)","47835","F&B(First&Basic)기공소","20220302180322","U","2022-03-04 02:40:00.0","","388899.462142085","190827.262944327","1","1","2","1","1","2","1","1","1","1","1","2","1","1","1",
"221","치과기공소","01_02_04_P","3300000","PHMB320193300024062300007","20191120","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 동래구 명륜로112번길 41, 3층 (수안동)","47808","e바라기","20191120135947","I","2019-11-22 00:23:20.0","","389819.550810697","191339.988111615","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"222","치과기공소","01_02_04_P","3300000","PHMB320223300024062300001","20220303","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 사직동 157-44","부산광역시 동래구 여고로113번길 11, 4층 일부 (사직동)","47835","FnB치과기공소","20220303120031","I","2022-03-05 00:22:37.0","","388899.462142085","190827.262944327","1","1","3","1","1","1","1","1","2","1","1","1","1","1","1",
"223","치과기공소","01_02_04_P","3300000","PHMB320063300024062300001","20060630","","01","영업/정상","13","영업중","","","","","555-7094","","","부산광역시 동래구 사직동 145번지 2호 2층","부산광역시 동래구 중앙대로1277번길 1, 2층 (사직동)","47833","퍼스트치과기공소","20210518151947","U","2021-05-20 02:40:00.0","","389131.74678488","191077.103392608","1","1","5","1","1","2","2","1","1","1","1","1","2","1","1",
"224","치과기공소","01_02_04_P","3300000","PHMB320093300024062300001","20090310","","01","영업/정상","13","영업중","","","","","506-7858","","607842","부산광역시 동래구 온천3동 1447번지 6호","부산광역시 동래구 미남로 126 (온천동)","","파스텔치과기공소","20121101083950","I","2018-08-31 23:59:59.0","","388410.328110673","191512.218208164","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"225","치과기공소","01_02_04_P","3300000","PHMB320203300024062300003","20200309","","01","영업/정상","13","영업중","","","","","051-717-2842","","","부산광역시 동래구 명륜동 600번지","부산광역시 동래구 동래로 96, 2층 일부호 (명륜동)","47809","덴탈프렌즈","20200309170303","I","2020-03-11 00:23:22.0","","389612.453037607","191766.56453882","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"226","치과기공소","01_02_04_P","3300000","PHMB320203300024062300002","20200213","","01","영업/정상","13","영업중","","","","","051-505-0285","","","","부산광역시 동래구 미남로 47-7, 2층 (사직동)","47843","신우치과기공소","20210114182020","U","2021-01-16 02:40:00.0","","388469.663623935","190743.600022367","1","1","6","1","2","2","2","1","1","1","1","1","1","1","1",
"227","치과기공소","01_02_04_P","3300000","PHMB320203300024062300001","20040901","","01","영업/정상","13","영업중","","","","","051-753-6859","","","부산광역시 동래구 안락동 420번지 2호","부산광역시 동래구 충렬사로 22, 1층 (안락동)","47754","프라임치과기공소","20200130092242","I","2020-02-01 00:23:41.0","","390931.369257133","191098.566304012","1","1","4","1","1","1","1","1","1","1","1","2","2","1","1",
"228","치과기공소","01_02_04_P","3300000","PHMB320213300024062300014","20211217","","01","영업/정상","13","영업중","","","","","","","","","부산광역시 동래구 미남로 70, 3층 (사직동)","47829","나린치과기공소","20211217175631","I","2021-12-19 00:22:42.0","","388466.427051853","190967.281180269","1","3","4","1","1","2","2","1","1","1","1","2","1","1","1",
"229","치과기공소","01_02_04_P","3300000","PHMB320213300024062300015","20100531","","01","영업/정상","13","영업중","","","","","051-634-2807","","","부산광역시 동래구 사직동 140-13","부산광역시 동래구 여고로113번길 67, 2층 (사직동)","47830","웰치과기공소","20211220162332","I","2021-12-22 00:22:42.0","","388803.197657683","191093.16477747","1","1","5","1","1","1","1","1","1","1","1","1","1","1","1",
"230","치과기공소","01_02_04_P","3300000","PHMB320213300024062300016","20170731","","01","영업/정상","13","영업중","","","","","070-8656-3167","","","부산광역시 동래구 사직동 140-13","부산광역시 동래구 여고로113번길 67, 3층 (사직동)","47830","이룸치과기공소","20211220162731","I","2021-12-22 00:22:42.0","","388803.197657683","191093.16477747","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1",
"231","치과기공소","01_02_04_P","3300000","PHMB320213300024062300017","20190225","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 사직동 140-13","부산광역시 동래구 여고로113번길 67, 4층 (사직동)","47830","웰-덴치과기공소","20220630170829","U","2022-07-02 02:40:00.0","","388803.197657683","191093.16477747","1","1","3","1","1","1","1","1","2","1","1","2","2","1","1",
"232","치과기공소","01_02_04_P","3300000","PHMB320153300024062300001","20150424","","01","영업/정상","13","영업중","","","","","051-717-2842","","","부산광역시 동래구 명륜동 600번지","부산광역시 동래구 동래로 96, 2층 (명륜동)","47809","덴탈스케치","20200309140113","U","2020-03-11 02:40:00.0","","389612.453037607","191766.56453882","1","9","9","1","1","1","2","1","1","1","1","6","1","1","1",
"233","치과기공소","01_02_04_P","3300000","PHMB320153300024062300002","20151117","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 온천동 1465번지 1호 3층","부산광역시 동래구 미남로 88, 3층 (온천동)","47827","태양치과기공소","20151117092628","I","2018-08-31 23:59:59.0","","388408.214241187","191135.874398487","1","1","4","1","1","1","1","1","1","1","1","1","1","1","1",
"234","치과기공소","01_02_04_P","3300000","PHMB320163300024062300001","20160108","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 사직동 143-10 동래백산아파트","부산광역시 동래구 여고로127번길 68, 상가동 2층 (사직동, 동래백산아파트)","47832","우리치과기공소","20210215135541","U","2021-02-17 02:40:00.0","","388970.33022304","191119.190953457","1","1","2","1","1","1","1","1","1","1","1","1","2","1","1",
"235","치과기공소","01_02_04_P","3300000","PHMB320163300024062300003","20160817","","01","영업/정상","13","영업중","","","","","051-462-3414","","","부산광역시 동래구 명장동 136번지 27호 3층","부산광역시 동래구 명안로86번길 30, 3층 (명장동)","47774","뉴스마트치과기공소","20200821100557","U","2020-08-23 02:40:00.0","","391720.406854533","191434.31991901","1","1","4","1","2","1","2","2","2","1","1","1","1","1","1",
"236","치과기공소","01_02_04_P","3300000","PHMB320163300024062300005","20161031","","01","영업/정상","13","영업중","","","","","051-504-2803","","","부산광역시 동래구 명륜동 401번지 13호","부산광역시 동래구 명륜로94번길 11, 3층 (명륜동)","47814","mg치과기공소","20180403104754","I","2018-08-31 23:59:59.0","","389689.199277251","191282.306768098","1","1","4","1","1","2","1","1","2","1","1","1","2","1","1",
"237","치과기공소","01_02_04_P","3300000","PHMB320083300024062300004","20080825","","01","영업/정상","13","영업중","","","","","051-501-2877","","","부산광역시 동래구 사직동 135번지 5호 4층","부산광역시 동래구 미남로 57, 4층 (사직동)","47841","이안치과기공소","20200102093838","U","2020-01-04 02:40:00.0","","388464.71698847","190844.336417458","2","1","9","1","1","3","3","3","2","3","2","2","4","2","1",
"238","치과기공소","01_02_04_P","3300000","PHMB320053300024062300001","20051201","","01","영업/정상","13","영업중","","","","","051-505-0428","","","부산광역시 동래구 사직동 139번지 36호 202호","부산광역시 동래구 여고북로 144, 3층 (사직동)","47830","에센스치과기공소","20170619164901","I","2018-08-31 23:59:59.0","","388711.670951718","191114.380415924","1","1","6","1","1","1","2","1","2","1","1","1","2","1","1",
"239","치과기공소","01_02_04_P","3300000","PHMB319973300024062300001","19970604","","01","영업/정상","13","영업중","","","","","051-504-2807","","","부산광역시 동래구 사직동 136번지 3호","부산광역시 동래구 미남로 71, 2층 (사직동)","47841","혜신치과기공소","20180509141301","I","2018-08-31 23:59:59.0","","388431.158627392","190962.797681029","2","2","5","1","2","2","2","1","2","2","2","2","3","2","2",
"240","치과기공소","01_02_04_P","3300000","PHMB319933300024062300001","19930715","","01","영업/정상","13","영업중","","","","","526-9423","","607814","부산광역시 동래구 사직1동 22번지 42호","부산광역시 동래구 아시아드대로181번길 32 (사직동)","","대경치과기공소","20100305133824","I","2018-08-31 23:59:59.0","","387822.763004761","191068.747513511","1","1","2","1","1","1","1","1","1","1","1","","","","",
"241","치과기공소","01_02_04_P","3300000","PHMB319813300024062300001","19811006","","01","영업/정상","13","영업중","","","","","554-2804","","607050","부산광역시 동래구 수안동 9번지 35호","부산광역시 동래구 명륜로63번길 9 (수안동)","","세종치과기공소","20121206093713","I","2018-08-31 23:59:59.0","","389718.905247875","190925.994921355","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"242","치과기공소","01_02_04_P","3300000","PHMB319883300024062300001","19880929","","01","영업/정상","13","영업중","","","","","","","607101","부산광역시 동래구 안락1동 425번지 84호","부산광역시 동래구 반송로218번길 7-5 (안락동)","47786","우리들치과기공소","20120106155047","I","2018-08-31 23:59:59.0","","391037.874530677","190896.760222725","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
"243","치과기공소","01_02_04_P","3300000","PHMB319963300024062300001","19960207","","01","영업/정상","13","영업중","","","","","526-9496","","607808","부산광역시 동래구 명장1동 60번지 25호","부산광역시 동래구 명안로85번길 42 (명장동)","47772","정일치과기공소","20100305144406","I","2018-08-31 23:59:59.0","","391361.058470178","191505.885352507","1","1","2","1","1","1","1","1","1","1","1","","","","",
"244","치과기공소","01_02_04_P","3300000","PHMB319963300024062300002","19961023","","01","영업/정상","13","영업중","","","","","502-6977","","607821","부산광역시 동래구 사직3동 116번지 41호","부산광역시 동래구 미남로 37 (사직동)","47843","원남치과기공소","20111122162628","I","2018-08-31 23:59:59.0","","388382.252117247","190497.148873299","1","1","2","1","1","1","1","1","1","1","1","","","","",
"245","치과기공소","01_02_04_P","3300000","PHMB319963300024062300003","19961029","","01","영업/정상","13","영업중","","","","","552-7715","","607806","부산광역시 동래구 명륜1동 644번지 13호","부산광역시 동래구 동래로 69-1 (명륜동)","47743","명작치과기공소","20111227164442","I","2018-08-31 23:59:59.0","","389447.220280674","191958.591976222","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1",
