"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","업무구분","건축물명","건축물연면적","건축물상태명","청소대상시작일자","청소대상종료일자","휴업폐지사유","업무구분명",
"186","저수조청소업","09_30_14_P","3310000","331000031200300007","20090323","","01","영업/정상","11","정상","","","","","625-3536","","","부산광역시 남구 대연동 936-9","부산광역시 남구 유엔로 104-1 (대연동)","","부산환경","20190806101422","U","2019-08-08 02:40:00.0","","390232.31125426","183136.570284324","31","","","","","","","저수조청소업",
"187","저수조청소업","09_30_14_P","3310000","331000031200700002","20071031","","01","영업/정상","11","정상","","","","","469-7824","","","부산광역시 남구 대연동 1753-16","부산광역시 남구 유엔평화로4번길 61 (대연동)","","(주)미화실업","20220609134814","U","2022-06-11 02:40:00.0","","390288.855242481","183678.523112477","31","","0","","","","","저수조청소업",
"188","저수조청소업","09_30_14_P","3310000","331000031201100001","20110113","","01","영업/정상","11","정상","","","","","466-9200","","","부산광역시 남구 대연동 1730-15 8통2반","부산광역시 남구 유엔평화로3번길 42 (대연동)","","(주)디이씨오","20180716110703","I","2018-08-31 23:59:59.0","","390810.558987718","183724.736486284","31","","","","","","","저수조청소업",
"189","저수조청소업","09_30_14_P","3310000","331000031201600002","20161208","","01","영업/정상","11","정상","","","","","0513375511","","","","부산광역시 남구 신선로301번길 12 (용당동)","","(주)대평","20161208095249","I","2018-08-31 23:59:59.0","","390927.123115393","181353.825416469","31","","","","","","","저수조청소업",
"190","저수조청소업","09_30_14_P","3310000","331000031201800002","20210907","","01","영업/정상","11","정상","","","","","628-0689","","","부산광역시 남구 용호동 128-1","부산광역시 남구 용호로106번길 40, 102호 (용호동)","48523","(주)블루샘","20210907130453","U","2021-09-09 02:40:00.0","","392318.859818776","182567.73733768","31","","0","","","","","저수조청소업",
"191","저수조청소업","09_30_14_P","3310000","331000031200600002","20130906","","01","영업/정상","11","정상","","","","","622-7788","","","부산광역시 남구 대연동 723-4","부산광역시 남구 유엔평화로125번길 43 (대연동)","","현대실업","20150105205826","I","2018-08-31 23:59:59.0","","391197.98430866","182658.160542381","31","","","","","","","저수조청소업",
"192","저수조청소업","09_30_14_P","3310000","331000031201300002","20130626","","01","영업/정상","11","정상","","","","","","","","부산광역시 남구 대연동 1722-10","부산광역시 남구 유엔평화로17번길 78  (대연동)","","영준산업","20150105205826","I","2018-08-31 23:59:59.0","","391007.347447396","183601.652867081","31","","","","","","","저수조청소업",
"193","저수조청소업","09_30_14_P","3310000","331000031201400001","20141210","","01","영업/정상","11","정상","","","","","051-622-2651","","","부산광역시 남구 용호동 51-2","부산광역시 남구 동명로105번길 89, 1층 (용호동)","","(주)남주환경산업","20170714143747","I","2018-08-31 23:59:59.0","","392104.266983157","182587.06649203","31","","","","","","","저수조청소업",
"194","저수조청소업","09_30_14_P","3310000","331000031200300003","20071224","","01","영업/정상","11","정상","","","","","643-8225","","","부산광역시 남구 문현동 61-23","부산광역시 남구 진남로 207 (문현동)","48409","(주)동해환경","20201103105144","U","2020-11-05 02:40:00.0","","389153.361849672","184778.657753035","31","","","","","","","저수조청소업",
"195","저수조청소업","09_30_14_P","3310000","331000031200300006","20101201","","03","폐업","2","폐업","20101201","","","","623-5644","","","부산광역시 남구 용당동 564-3 한신상가 301호","부산광역시 남구 유엔평화로 152-2,  301호 (용당동,한신상가)","","(주)부원종합환경","20150105205826","I","2018-08-31 23:59:59.0","","391025.757519421","182447.196879454","31","","","","","","사업부진(파산)","저수조청소업",
"196","저수조청소업","09_30_14_P","3310000","331000031200300008","20030527","","03","폐업","2","폐업","","","","","633-7803","","","부산광역시 남구 문현동 127-51","부산광역시 남구 문현로23번길 10  (문현동)","","동원환경공사","20150105205826","I","2018-08-31 23:59:59.0","","388825.788637512","184487.967513063","31","","","","","","사업장이전","저수조청소업",
"197","저수조청소업","09_30_14_P","3310000","331000031200300009","20101103","","03","폐업","2","폐업","20101103","","","","611-6214","","","부산광역시 남구 감만동 3-422","부산광역시 남구 양지골로 267 (감만동)","","영일환경공사","20180308094604","I","2018-08-31 23:59:59.0","","389977.825463746","182033.180511566","31","","","","","","사업부진","저수조청소업",
"198","저수조청소업","09_30_14_P","3310000","331000031200500001","20061208","","03","폐업","2","폐업","","","","","","","","부산광역시 남구 문현동 815 한일오피스텔 302호","부산광역시 남구 자성로 152  (문현동,한일오피스텔 302호)","","(주)에스텍 용역","20150105205826","I","2018-08-31 23:59:59.0","","388310.086924943","183883.854898063","31","","","","","","사업장 이전","저수조청소업",
"199","저수조청소업","09_30_14_P","3310000","331000031201200001","20130530","","03","폐업","2","폐업","20141125","","","","051-643-6119","","","부산광역시 남구 문현동 617-108 2층","부산광역시 남구 황령대로74번길 55-1, 2층 (문현동)","","(주)가가이엔지","20150105205826","I","2018-08-31 23:59:59.0","","388345.883753753","185110.812240362","31","","","","","","사업장 이전","저수조청소업",
"200","저수조청소업","09_30_14_P","3310000","331000031200700003","20071023","","03","폐업","2","폐업","","","","","623-6023","","","부산광역시 남구 대연동 1346-214","부산광역시 남구 수영로249번길 33-2  (대연동)","","누리환경산업","20150105205826","I","2018-08-31 23:59:59.0","","390721.411093749","183972.539166898","31","","","","","","영업부진","저수조청소업",
"201","저수조청소업","09_30_14_P","3310000","331000031200900001","20090713","","03","폐업","2","폐업","20151023","","","","507-6071","","","부산광역시 남구 용호동 558-21","부산광역시 남구 용호로 260-1 (용호동)","","(주)만비종합관리","20151109094903","I","2018-08-31 23:59:59.0","","392456.542043846","180926.886259743","31","","","","","","사업장 수영구로 이전","저수조청소업",
"202","저수조청소업","09_30_14_P","3310000","331000031201100002","20110404","","03","폐업","2","폐업","20170718","","","","633-5620","","","부산광역시 남구 대연동 292-8 4통3반","부산광역시 남구 진남로 17-10 (대연동)","","오성산업설비공사","20170719085454","I","2018-08-31 23:59:59.0","","390527.006525192","183979.987624698","31","","","","","","사업 부진","저수조청소업",
"203","저수조청소업","09_30_14_P","3310000","331000031201200002","20121214","","03","폐업","2","폐업","20121214","","","","","","","부산광역시 남구 대연동 62-5 명빌딩 901호","부산광역시 남구 용소로14번길 15, 901호 (대연동, 명빌","","이지환경","20150105205826","I","2018-08-31 23:59:59.0","","391325.708304058","183852.054330222","31","","","","","","사업부진","저수조청소업",
"204","저수조청소업","09_30_14_P","3310000","331000031201300001","20130128","","03","폐업","2","폐업","20190115","","","","","","","부산광역시 남구 문현동 80-34","부산광역시 남구 진남로188번길 15 (문현동)","","광명기업","20190115135747","U","2019-01-17 02:40:00.0","","389362.110429589","184686.600540018","31","","","","","","영업부진","저수조청소업",
"205","저수조청소업","09_30_14_P","3310000","331000031201500001","20150511","","03","폐업","2","폐업","20160718","","","","051-625-8023","","","","부산광역시 남구 유엔로215번길 43 (대연동)","","제명방역공사","20160718171619","I","2018-08-31 23:59:59.0","","391320.460028616","183462.126302512","31","","","","","","자진폐업","저수조청소업",
"206","저수조청소업","09_30_14_P","3310000","331000031201600001","20200721","","03","폐업","2","폐업","20210727","","","","051-897-2784","","","","부산광역시 남구 유엔평화로 128 (대연동)","","(주)혜강종합관리","20210727135155","U","2021-07-29 02:40:00.0","","390983.277578894","182627.72912254","31","","0","","","","영업부진","저수조청소업",
"207","저수조청소업","09_30_14_P","3310000","331000031201800001","20190128","","03","폐업","2","폐업","20210215","","","","644-6214","","","부산광역시 남구 감만동 3-422","부산광역시 남구 양지골로 267 (감만동)","48545","통일환경","20210215180153","U","2021-02-17 02:40:00.0","","389977.825463746","182033.180511566","31","","","","","","사업부진","저수조청소업",
"208","저수조청소업","09_30_14_P","3310000","331000031200600001","20060703","","03","폐업","2","폐업","","","","","051-625-3335","","","부산광역시 남구 대연동 1760-1 2층 45호","부산광역시 남구 못골로 56  (대연동,2층 45호)","","깔끄미","20150105205826","I","2018-08-31 23:59:59.0","","390274.591729987","183834.679114521","31","","","","","","영업부진","저수조청소업",
"209","저수조청소업","09_30_14_P","3310000","331000031200700001","20080630","","03","폐업","2","폐업","","","","","051-626-1250","","","부산광역시 남구 용호동 419-19","부산광역시 남구 동명로92번길 41-1  (용호동)","","한창피엔씨","20150105205826","I","2018-08-31 23:59:59.0","","392001.181288536","181862.230183005","31","","","","","","개인사정","저수조청소업",
"210","저수조청소업","09_30_14_P","3310000","331000031200300001","20031231","","03","폐업","2","폐업","","","","","622-7788","","","부산광역시 남구 용호동 16-8","부산광역시 남구 이기대공원로 54  (용호동)","","(주)대건","20150105205826","I","2018-08-31 23:59:59.0","","392970.505620613","182738.69745337","31","","","","","","사업장이전","저수조청소업",
"211","저수조청소업","09_30_14_P","3310000","331000031200300002","20081209","","03","폐업","2","폐업","20081209","","","","647-7239","","","부산광역시 남구 대연동 1315-18 11통1반","부산광역시 남구 유엔평화로14번길 33  (대연동)","","정수화학","20150105205826","I","2018-08-31 23:59:59.0","","390426.503336724","183603.539147724","31","","","","","","영업부진","저수조청소업",
"212","저수조청소업","09_30_14_P","3310000","331000031200300004","20031231","","03","폐업","2","폐업","","","","","633-5400","","","부산광역시 남구 대연동 1505-1","부산광역시 남구 못골번영로 47  (대연동)","","대우환경","20150105205826","I","2018-08-31 23:59:59.0","","390297.257219899","184249.310054599","31","","","","","","개인사정","저수조청소업",
"213","저수조청소업","09_30_14_P","3310000","331000031200300005","20071227","","03","폐업","2","폐업","","","","","642-7900","","","부산광역시 남구 문현동 363-1 시티프라자 1동 1103호","부산광역시 남구 수영로 26, 1동 1103호 (문현동,시티프라자)","","(주)디.에스.시스템","20150105205826","I","2018-08-31 23:59:59.0","","388635.876447612","183867.774199672","31","","","","","","폐업","저수조청소업",
