"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","약국영업면적","지정일자",
"1246","약국","01_01_06_P","3300000","PHMD120163300024084000018","20160909","","03","폐업","03","폐업","20170202","","","","051-521-5565","","","부산광역시 동래구 안락동 152번지 111호 삼영빌딩 1층 일부호","부산광역시 동래구 연안로 49, 1층 일부호 (안락동, 삼영빌딩)","47899","황금약국","20170202095743","I","2018-08-31 23:59:59.0","","391859.631117198","190155.120053339","23.07","20160909",
"1247","약국","01_01_06_P","3300000","PHMD120173300024084000002","20170202","","03","폐업","03","폐업","20200203","","","","051-521-5565","","","부산광역시 동래구 안락동 152번지 111호 삼영빌딩 1층 일부호","부산광역시 동래구 연안로 49, 1층 일부호 (안락동, 삼영빌딩)","47899","황금약국","20200203174220","U","2020-02-05 02:40:00.0","","391859.631117198","190155.120053339","23.07","20170202",
"1248","약국","01_01_06_P","3300000","PHMD120173300024084000004","20170403","","03","폐업","03","폐업","20180702","","","","051-853-8270","","","부산광역시 동래구 온천동 1248번지 4호","부산광역시 동래구 아시아드대로 239-1 (온천동, 월드 메디컬 타워)","47851","미남정약국","20180702130619","I","2018-08-31 23:59:59.0","","388189.034202454","191546.670279537","60.8","20170403",
"1249","약국","01_01_06_P","3300000","PHMD120173300024084000005","20170425","","03","폐업","03","폐업","20180423","","","","524-5383","","","부산광역시 동래구 안락동 596번지 1호","부산광역시 동래구 충렬대로428번길 7 (안락동)","47891","삼보온누리약국","20180423175122","I","2018-08-31 23:59:59.0","","391656.845316326","190567.735099047","26.4","20170425",
"1250","약국","01_01_06_P","3300000","PHMD120173300024084000010","20170601","","03","폐업","03","폐업","20180402","","","","051-521-5181","","","부산광역시 동래구 안락동 632번지 45호","부산광역시 동래구 안남로 86-1 (안락동)","47901","참온누리약국","20180402093648","I","2018-08-31 23:59:59.0","","391331.569713569","190271.003396163","34.06","20170601",
"1251","약국","01_01_06_P","3300000","PHMD120173300024084000015","20170914","","03","폐업","03","폐업","20190828","","","","051-556-9796","","","부산광역시 동래구 온천동 473번지 5호 1층 102호","부산광역시 동래구 온천장로 11, 1층 102호 (온천동, 관성빌딩)","47715","아람약국","20190828160343","U","2019-08-30 02:40:00.0","","389219.849568237","192432.965359731","63.4","20170914",
"1252","약국","01_01_06_P","3300000","PHMD119883300024084000001","19880115","","03","폐업","03","폐업","20200806","","","","051-553-4815","","607823","부산광역시 동래구 수안동 39번지 12호","부산광역시 동래구 수안로28번길 2 (수안동)","","동남약국","20200908102448","U","2020-09-10 02:40:00.0","","390002.826638813","190569.762994797","0","19880115",
"1253","약국","01_01_06_P","3300000","PHMD120003300024084000006","20001009","","03","폐업","03","폐업","20181101","","","","051-529-0192","","607807","부산광역시 동래구 명장2동 24번지 1호","부산광역시 동래구 반송로273번길 2 (명장동)","47751","평화약국","20181101091705","U","2018-11-03 02:35:56.0","","391254.687132784","191590.136304427","21.83","20001009",
"1254","약국","01_01_06_P","3300000","PHMD120003300024084000007","20001014","","03","폐업","03","폐업","20130410","","","","051-555-4702","","607824","부산광역시 동래구 수안동 280번지 1호","부산광역시 동래구 충렬대로 250 (수안동)","","우애약국","20130410173831","I","2018-08-31 23:59:59.0","","389939.71458509","191087.738660195","37.29","20001014",
"1255","약국","01_01_06_P","3300000","PHMD119893300024084000001","19890930","","03","폐업","03","폐업","20090427","","","","051-558-4313","","607837","부산광역시 동래구 온천2동 1433-11","","","참약국","20090427175026","I","2018-08-31 23:59:59.0","","","","0","19890930",
"1256","약국","01_01_06_P","3300000","PHMD119903300024084000002","19900704","","03","폐업","03","폐업","20111004","","","","051-522-6536","","607830","부산광역시 동래구 안락2동 628번지 1호 대명빌딩 1층","부산광역시 동래구 연안로59번길 105 (안락동,대명빌딩 1층)","","성심약국","20111004123559","I","2018-08-31 23:59:59.0","","391423.042208699","190433.096723118","31.5","19900704",
"1257","약국","01_01_06_P","3300000","PHMD119903300024084000003","19900710","","03","폐업","03","폐업","20140925","","","","051-554-5500","","607842","부산광역시 동래구 온천3동 1412번지 5호","부산광역시 동래구 아시아드대로228번길 8 (온천동)","","대정약국","20141007180916","I","2018-08-31 23:59:59.0","","388213.791083354","191361.791866976","0","19900710",
"1258","약국","01_01_06_P","3300000","PHMD119943300024084000001","19940830","","03","폐업","03","폐업","20131223","","","","051-555-2919","","607824","부산광역시 동래구 수안동 284번지","부산광역시 동래구 충렬대로 245 (수안동)","","혜승약국","20131223172415","I","2018-08-31 23:59:59.0","","389912.884008077","191135.020060993","0","19940830",
"1259","약국","01_01_06_P","3300000","PHMD119983300024084000001","19980721","","03","폐업","03","폐업","20110603","","","","051-557-2410","","607020","부산광역시 동래구 복천동 326-2,332-1","","","초원약국","20110603092631","I","2018-08-31 23:59:59.0","","","","47.17","19980721",
"1260","약국","01_01_06_P","3300000","PHMD119983300024084000002","19980730","","03","폐업","03","폐업","20120719","","","","051-552-5388","","607012","부산광역시 동래구 명륜2동 2-39","","","순흥약국","20120719164843","I","2018-08-31 23:59:59.0","","","","26.4","19980730",
"1261","약국","01_01_06_P","3300000","PHMD119993300024084000001","19990108","","03","폐업","03","폐업","20100111","","","","051-526-4245","","607101","부산광역시 동래구 안락1동 946-1","","","창생당약국","20100111173437","I","2018-08-31 23:59:59.0","","","","62.9","19990108",
"1262","약국","01_01_06_P","3300000","PHMD120003300024084000002","20000728","","03","폐업","03","폐업","20190701","","","","051-555-4825","","607020","부산광역시 동래구 복천동 101번지 1호","부산광역시 동래구 동래로 159 (복천동)","","다솜약국","20190701113341","U","2019-07-03 02:40:00.0","","390101.968833902","191440.519090805","31","20000728",
"1263","약국","01_01_06_P","3300000","PHMD119713300024084000001","19711203","","03","폐업","03","폐업","20140311","","","","051-501-4607","","607815","부산광역시 동래구 사직2동 78번지 38호","부산광역시 동래구 사직북로 13 (사직동)","","성진당약국","20140311132344","I","2018-08-31 23:59:59.0","","387583.131379382","190595.353860601","21.8","19711203",
"1264","약국","01_01_06_P","3300000","PHMD119733300024084000001","19731213","","03","폐업","03","폐업","20190626","","","","051-552-1581","","607833","부산광역시 동래구 온천1동 212번지 5호","부산광역시 동래구 금강공원로26번길 2 (온천동)","","중앙약국","20190704174227","U","2019-07-06 02:40:00.0","","389478.460358391","193093.413003607","0","19731213",
"1265","약국","01_01_06_P","3300000","PHMD119743300024084000001","19740814","","03","폐업","03","폐업","20120903","","","","051-502-6708","","607121","부산광역시 동래구 사직1동 47-27","","","일동희보약국","20120903093024","I","2018-08-31 23:59:59.0","","","","58.38","19740814",
"1266","약국","01_01_06_P","3300000","PHMD119763300024084000001","19760903","","03","폐업","03","폐업","20170703","","","","051-552-1110","","607824","부산광역시 동래구 수안동 230번지","부산광역시 동래구 충렬대로237번길 3, 1층 (수안동)","47814","강림약국","20170703151935","I","2018-08-31 23:59:59.0","","389808.71940752","191155.451482338","48.8","19760903",
"1267","약국","01_01_06_P","3300000","PHMD119773300024084000002","19770805","","03","폐업","03","폐업","20091216","","","","051-555-4903","","607837","부산광역시 동래구 온천2동 947-948","","","송림약국","20091217102545","I","2018-08-31 23:59:59.0","","","","0","19770805",
"1268","약국","01_01_06_P","3300000","PHMD120003300024084000003","20000801","","03","폐업","03","폐업","20161202","","","","506-0105","","607817","부산광역시 동래구 사직1동 103번지 6호","부산광역시 동래구 여고로12번길 14 (사직동)","47876","고려약국","20161202093334","I","2018-08-31 23:59:59.0","","388051.375157473","190306.21295837","27.3","20000801",
"1269","약국","01_01_06_P","3300000","PHMD120003300024084000004","20000906","","03","폐업","03","폐업","20170704","","","","051-554-1089","","607804","부산광역시 동래구 명륜동 533번지 189호","부산광역시 동래구 충렬대로 171 (명륜동)","","건강한약국","20170704171048","I","2018-08-31 23:59:59.0","","389279.866364","191453.278499","66.56","20000906",
"1270","약국","01_01_06_P","3300000","PHMD120003300024084000005","20000925","","03","폐업","03","폐업","20120521","","","","051-502-0421","","607842","부산광역시 동래구 온천3동 1445번지 5호","부산광역시 동래구 미남로132번길 34 (온천동)","607842","새미남약국","20120521125858","I","2018-08-31 23:59:59.0","","388563.407083119","191604.911213058","52.5","20000925",
"1271","약국","01_01_06_P","3300000","PHMD119773300024084000003","19771230","","03","폐업","03","폐업","20160531","","","","051-523-4337","","607101","부산광역시 동래구 안락동 591번지 2호","부산광역시 동래구 충렬대로 417 (안락동)","47796","이화약국","20160530162511","I","2018-08-31 23:59:59.0","","391563.419342916","190673.458306052","80.5","19771230",
"1272","약국","01_01_06_P","3300000","PHMD119783300024084000002","19780804","","03","폐업","03","폐업","20190501","","","","051-505-5303","","607814","부산광역시 동래구 사직1동 56번지 4호","부산광역시 동래구 아시아드대로 191 (사직동)","","동명약국","20190501093427","U","2019-05-03 02:40:00.0","","387976.58217503","191090.577967832","31.2","19780804",
"1273","약국","01_01_06_P","3300000","PHMD119803300024084000001","19801004","","03","폐업","03","폐업","20211224","","","","051-555-0868","","607824","부산광역시 동래구 수안동 412번지 3호","부산광역시 동래구 충렬대로249번길 55 (수안동)","","선일약국","20211224151131","U","2021-12-26 02:40:00.0","","389964.391545509","191395.018968283","0","19801004",
"1274","약국","01_01_06_P","3300000","PHMD119843300024084000001","19840411","","03","폐업","03","폐업","20131220","","","","051-523-3227","","607828","부산광역시 동래구 안락1동 526번지 2호","부산광역시 동래구 충렬대로 391-1 (안락동)","","충렬약국","20131220105606","I","2018-08-31 23:59:59.0","","391305.794544475","190690.216708063","0","19840411",
"1275","약국","01_01_06_P","3300000","PHMD120033300024084000005","20030712","","03","폐업","03","폐업","20090130","","","","051-525-7004","","607111","부산광역시 동래구 명장1동 66-66","","","백세약국","20090130094747","I","2018-08-31 23:59:59.0","","","","52.08","20030712",
"1276","약국","01_01_06_P","3300000","PHMD120033300024084000006","20030805","","03","폐업","03","폐업","20160715","","","","051-553-5560","","607822","부산광역시 동래구 수안동 3번지 5호","부산광역시 동래구 명륜로 81 (수안동)","","다우약국","20160715175708","I","2018-08-31 23:59:59.0","","389703.246404149","191089.924198906","42.04","20030805",
"1277","약국","01_01_06_P","3300000","PHMD120033300024084000007","20030908","","03","폐업","03","폐업","20091216","","","","051-557-0240","","607834","부산광역시 동래구 온천1동 475-18","","","미래팜 온누리 약국","20091216140620","I","2018-08-31 23:59:59.0","","","","105.02","20030908",
"1278","약국","01_01_06_P","3300000","PHMD120063300024084000003","20060310","","03","폐업","03","폐업","20100322","","","","051-507-6543","","607122","부산광역시 동래구 사직2동 46-29","","","은행약국","20100322171948","I","2018-08-31 23:59:59.0","","","","0","20060310",
"1279","약국","01_01_06_P","3300000","PHMD120063300024084000004","20060313","","03","폐업","03","폐업","20110816","","","","051-505-1412","","607839","부산광역시 동래구 온천3동 1276-1","","","미남로약국","20110816170803","I","2018-08-31 23:59:59.0","","","","47.73","20060313",
"1280","약국","01_01_06_P","3300000","PHMD120063300024084000005","20060324","","03","폐업","03","폐업","20101214","","","","051-507-8331","","607121","부산광역시 동래구 사직1동 103-2","","","새한세약국","20110803103516","I","2018-08-31 23:59:59.0","","","","25.76","20060324",
