"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","사무실면적","소독차량차고면적","초미립자살포기수","휴대용소독기수","동력분무기수","수동식분무기수","방독면수","보호안경수","보호용의복수","진공청소기수",
"370","소독업","09_30_11_P","3300000","PHMB520143300024042500007","20141231","","01","영업/정상","13","영업중","","","","","051-851-4002","","607808","부산광역시 동래구 명장동 67번지 57호","부산광역시 동래구 명안로45번길 64-3 (명장동)","47780","주식회사 조은피앤피","20210607141756","U","2021-06-09 02:40:00.0","","391280.975361289","191152.665967678","","","1","2","1","5","5","5","5","1",
"371","소독업","09_30_11_P","3300000","PHMB520153300024042500003","20150402","","01","영업/정상","13","영업중","","","","","051-529-5012","","","부산광역시 동래구 안락동 463번지 1호","부산광역시 동래구 명안로18번길 90 (안락동)","47793","대한방역","20210607112358","U","2021-06-09 02:40:00.0","","392023.576748007","190737.381826141","","","1","2","0","6","5","5","5","1",
"372","소독업","09_30_11_P","3300000","PHMB520153300024042500005","20150721","","01","영업/정상","13","영업중","","","","","051-521-5551","","","부산광역시 동래구 안락동 450번지 39호","부산광역시 동래구 명안로10번길 41-47791 (안락동)","47791","EM차단방역센터(부산총판)","20220609163820","U","2022-06-11 02:40:00.0","","391640.849724432","190728.110839152","33.39","10","1","2","0","3","5","5","5","1",
"373","소독업","09_30_11_P","3300000","PHMB520153300024042500007","20150728","","01","영업/정상","13","영업중","","","","","051-554-5775","","607837","부산광역시 동래구 온천동 963번지 1호","부산광역시 동래구 충렬대로75번길 14 (온천동, 대경빌라트)","47724","주식회사 좋은개발","20220609163538","U","2022-06-11 02:40:00.0","","388377.975563711","191942.775777965","0","0","1","2","0","3","5","5","5","1",
"374","소독업","09_30_11_P","3300000","PHMB520163300024042500001","20160315","","01","영업/정상","13","영업중","","","","","051-553-8852","","","","부산광역시 동래구 충렬대로182번길 15 (명륜동)","47815","하나방역(HAESUNG PHARM)","20220426135237","U","2022-04-28 02:40:00.0","","389316.003479463","191276.908952302","0","0","1","2","0","3","5","5","5","1",
"375","소독업","09_30_11_P","3300000","PHMB520203300024042500006","20200728","","01","영업/정상","13","영업중","","","","","051-557-7478","","","부산광역시 동래구 사직동 142-2","부산광역시 동래구 중앙대로1285번길 32, 2층 (사직동)","47832","우리나라 블루존","20211210134652","U","2021-12-14 02:40:00.0","","388944.063875468","191199.904558236","36","12","5","2","0","3","5","5","5","1",
"376","소독업","09_30_11_P","3300000","PHMB520213300024042500010","20200331","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 사직동 22-41","부산광역시 동래구 아시아드대로181번길 30, 1층 (사직동)","47852","우리매니저 부산지사","20210913132116","I","2021-09-15 00:22:49.0","","387833.302691827","191063.431706959","32.64","3.72","1","2","0","3","5","5","5","1",
"377","소독업","09_30_11_P","3300000","PHMB520213300024042500009","20210831","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 사직동 56-14","부산광역시 동래구 아시아드대로181번길 12, 301호 (사직동)","47852","청춘클린","20220426104219","U","2022-04-28 02:40:00.0","","387907.190636449","191027.460752382","42.25","45.5","1","2","0","3","5","5","5","1",
"378","소독업","09_30_11_P","3300000","PHMB520213300024042500007","19851217","","01","영업/정상","13","영업중","","","","","051-867-9644","","","부산광역시 동래구 수안동 32-42 세영아파트 101호","부산광역시 동래구 온천천로301번길 57 (수안동, 세영아파트)","47883","(주)영진이엔디","20210525093801","U","2021-05-27 02:40:00.0","","389810.931311165","190624.977509113","28.6","28.6","1","2","0","6","5","5","5","1",
"379","소독업","09_30_11_P","3300000","PHMB520213300024042500008","20210624","","01","영업/정상","13","영업중","","","","","051-334-1249","","","부산광역시 동래구 사직동 137-21","부산광역시 동래구 미남로 68, 304호 (사직동)","47829","에코원방역","20210624173726","I","2021-06-26 00:22:54.0","","388471.657586026","190951.01305007","36.3","3.3","1","2","0","3","5","5","5","1",
"380","소독업","09_30_11_P","3300000","PHMB519953300024042500001","19950126","","01","영업/정상","13","영업중","","","","","051-502-0395","","607841","부산광역시 동래구 온천3동 1249번지 10호","부산광역시 동래구 아시아드대로 221 (온천동)","","극동환경","20210607134819","U","2021-06-09 02:40:00.0","","388127.242320365","191359.920451791","41.3","32","1","2","1","5","5","5","5","1",
"381","소독업","09_30_11_P","3300000","PHMB520103300024042500001","20100118","","01","영업/정상","13","영업중","","","","","051-502-3002","","","부산광역시 동래구 온천동 1253번지 35호","부산광역시 동래구 사직북로28번길 159, 2층 (온천동)","47850","(주)태영종합개발","20210607133436","U","2021-06-09 02:40:00.0","","388045.911621714","191332.155935022","","","1","2","1","5","5","5","5","1",
"382","소독업","09_30_11_P","3300000","PHMB520103300024042500003","20100322","","01","영업/정상","13","영업중","","","","","051-909-9133","","607830","부산광역시 동래구 안락2동 1224번지 1호","부산광역시 동래구 명안로46번길 10 (안락동)","","(주) 지우환경","20210607133325","U","2021-06-09 02:40:00.0","","391636.606830949","191073.926205336","","","1","2","1","5","5","5","5","1",
"383","소독업","09_30_11_P","3300000","PHMB520103300024042500004","20100414","","01","영업/정상","13","영업중","","","","","051-727-8896","","607813","부산광역시 동래구 사직3동 141번지 17호","부산광역시 동래구 중앙대로1277번길 58 (사직동)","","지오클린서비스(주)","20210607132901","U","2021-06-09 02:40:00.0","","388868.516701815","191029.875713531","","","1","2","1","5","5","5","5","1",
"384","소독업","09_30_11_P","3300000","PHMB520103300024042500006","20100427","","01","영업/정상","13","영업중","","","","","051-556-8727","","607820","부산광역시 동래구 사직2동 981번지 10호","부산광역시 동래구 쇠미로31번길 7 (사직동)","","해충코리아","20210607140112","U","2021-06-09 02:40:00.0","","386915.955688728","190581.884419368","","","1","2","1","5","5","5","5","1",
"385","소독업","09_30_11_P","3300000","PHMB520093300024042500001","20090623","","01","영업/정상","13","영업중","","","","","051-506-1757","","607841","부산광역시 동래구 온천3동 1236번지 27호","부산광역시 동래구 석사북로 87 (온천동)","","태영개발주식회사","20210607133518","U","2021-06-09 02:40:00.0","","388029.835243054","191556.883250527","","","1","2","1","5","5","5","5","1",
"386","소독업","09_30_11_P","3300000","PHMB520063300024042500002","20061121","","01","영업/정상","13","영업중","","","","","051-552-2722","","607020","부산광역시 동래구 복천동 295번지 9호","부산광역시 동래구 충렬대로237번길 66 (복천동)","47810","(주)디즈텍","20210607133844","U","2021-06-09 02:40:00.0","","389797.952153323","191452.537175585","110","33","1","2","1","5","5","5","5","1",
"387","소독업","09_30_11_P","3300000","PHMB520203300024042500008","20201106","","01","영업/정상","13","영업중","","","","","051-717-2518","","","부산광역시 동래구 사직동 43-20","부산광역시 동래구 사직북로63번길 42 (사직동)","47864","케이방역","20210607140644","U","2021-06-09 02:40:00.0","","387342.387263183","190734.628957759","17","6.3","1","2","0","4","5","5","5","1",
"388","소독업","09_30_11_P","3300000","PHMB520203300024042500007","20201106","","01","영업/정상","13","영업중","","","","","051-203-6969","","","부산광역시 동래구 안락동 444-9","부산광역시 동래구 명안로 45 (안락동)","47783","대한방역 다자바","20210607141322","U","2021-06-09 02:40:00.0","","391587.439412729","191065.920692858","15.38","12.22","2","2","0","3","5","5","5","1",
"389","소독업","09_30_11_P","3300000","PHMB520213300024042500004","20210304","","01","영업/정상","13","영업중","","","","","051-555-5776","","","부산광역시 동래구 온천동 963-1 대경빌라트","부산광역시 동래구 충렬대로75번길 14, 1동 1층 (온천동, 대경빌라트)","47724","정상개발","20210309114113","U","2021-03-11 02:40:00.0","","388377.975563711","191942.775777965","34.7","17.6","1","2","0","4","5","5","5","1",
"390","소독업","09_30_11_P","3300000","PHMB520213300024042500003","20210209","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 안락동 962 동래화목타운","부산광역시 동래구 충렬사로 39 (안락동, 동래화목타운)","47753","(주)하이엔드시스템","20220609153802","U","2022-06-11 02:40:00.0","","390853.226665593","191390.183540376","13.5","3","1","2","0","3","5","5","5","1",
"391","소독업","09_30_11_P","3300000","PHMB520213300024042500005","20210319","","01","영업/정상","13","영업중","","","","","051-502-1369","","","부산광역시 동래구 사직동 132-1","부산광역시 동래구 여고로 66, 403호 (사직동)","47845","대세환경산업","20210715090340","U","2021-07-17 02:40:00.0","","388554.681298299","190500.850756461","59.2","4.2","2","2","0","3","5","5","5","1",
"392","소독업","09_30_11_P","3300000","PHMB520213300024042500006","20210330","","01","영업/정상","13","영업중","","","","","051-556-2021","","","부산광역시 동래구 명륜동 450-37","부산광역시 동래구 충렬대로 207, 5층 (명륜동)","47738","(주)한국크린케어","20210511112434","U","2021-05-13 02:40:00.0","","389577.086693723","191255.646231322","18.9","21.59","1","2","0","3","5","5","5","2",
"393","소독업","09_30_11_P","3300000","PHMB520213300024042500001","20210107","","01","영업/정상","13","영업중","","","","","051-502-9996","","","부산광역시 동래구 명륜동 529-3","부산광역시 동래구 충렬대로 184 (명륜동)","47815","(주)천정종합관리","20220609160245","U","2022-06-11 02:40:00.0","","389331.764983971","191335.987062431","86.79","25.48","1","2","0","3","5","5","5","1",
"394","소독업","09_30_11_P","3300000","PHMB520203300024042500009","20201124","","01","영업/정상","13","영업중","","","","","051-646-5454","","","부산광역시 동래구 온천동 443-22 명선미르빌","부산광역시 동래구 금강로62번길 15-4 (온천동, 명선미르빌)","47713","큐브코리아","20210607140613","U","2021-06-09 02:40:00.0","","389140.372741486","192586.819487971","17.5","17.5","2","3","0","3","5","5","5","3",
"395","소독업","09_30_11_P","3300000","PHMB520203300024042500010","20201223","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 안락동 1224-1 한진상가빌라","부산광역시 동래구 명안로46번길 10, 101호 (안락동, 한진상가빌라)","47784","(주)그린케어환경","20210607140553","U","2021-06-09 02:40:00.0","","391636.606830949","191073.926205336","28","7.4","1","2","1","8","5","5","5","1",
"396","소독업","09_30_11_P","3300000","PHMB520213300024042500002","20210126","","01","영업/정상","13","영업중","","","","","051-507-2215","","","부산광역시 동래구 사직동 157-30","부산광역시 동래구 여고로113번길 5-2 (사직동)","47835","거성안전물산","20210227151443","U","2021-03-02 02:40:00.0","","388911.203379231","190813.600169699","7.5","12","1","2","0","3","5","5","5","1",
"397","소독업","09_30_11_P","3300000","PHMB520223300024042500002","20220516","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 수안동 454-1","부산광역시 동래구 충렬대로237번길 28, 3층 310호 (수안동)","47813","사회적경제유통사회적협동조합","20220516170306","I","2022-05-18 00:22:31.0","","389862.783553038","191260.614038823","0","0","3","2","0","8","5","5","5","1",
"398","소독업","09_30_11_P","3300000","PHMB520223300024042500003","20201204","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 온천동 1581 KT미남지점","부산광역시 동래구 사직북로48번길 127, KT미남지점 2층 (온천동)","47854","(주)산수","20220525180354","I","2022-05-27 00:22:41.0","","387772.98277574","191401.573924199","39.67","16","2","3","0","3","5","5","10","1",
"399","소독업","09_30_11_P","3300000","PHMB520223300024042500004","20220627","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 수안동 11-25","부산광역시 동래구 온천천로253번길 8(수안동, 수안시장)","47820","태영방역","20220627142232","I","2022-06-29 00:22:30.0","","389642.974526861","190722.347840226","26.4","13.3","1","2","0","3","5","5","5","1",
"400","소독업","09_30_11_P","3300000","PHMB519853300024042500001","19850119","","04","취소/말소/만료/정지/중지","24","직권폐업","20091118","","","","554-3904","","607837","부산광역시 동래구 온천2동 1437번지 50호","부산광역시 동래구 충렬대로155번길 25 (온천동)","","유일종합방역공사","20091124134430","I","2018-08-31 23:59:59.0","","389083.725001852","191618.133810256","45.5","19.55","1","2","1","5","5","5","5","1",
